Timestep;Y;M;D;H;AvgOfCorrectedUpscaled;AvgOfMonitoredCapacity;capacity_factor
2288;2015;4;25;7;75.81;2915.88;0.025999012
2289;2015;4;25;8;227.12;2915.88;0.077890723
2290;2015;4;25;9;416.94;2915.88;0.142989423
2291;2015;4;25;10;557.33;2915.88;0.191136124
2292;2015;4;25;11;644.56;2915.88;0.221051621
2293;2015;4;25;12;671.33;2915.88;0.230232383
2294;2015;4;25;13;680.09;2915.88;0.233236622
2295;2015;4;25;14;689.87;2915.88;0.236590669
2296;2015;4;25;15;723.31;2915.88;0.248058905
2297;2015;4;25;16;884.77;2915.88;0.303431554
2298;2015;4;25;17;771.38;2915.88;0.264544494
2299;2015;4;25;18;573.98;2915.88;0.196846235
2300;2015;4;25;19;261.35;2915.88;0.089629889
2301;2015;4;25;20;36.21;2915.88;0.012418207
2302;2015;4;25;21;0;2915.88;0
2303;2015;4;25;22;0;2915.88;0
2304;2015;4;25;23;0;2915.88;0
2305;2015;4;26;0;0;2915.88;0
2306;2015;4;26;1;0;2915.88;0
2307;2015;4;26;2;0;2915.88;0
2308;2015;4;26;3;0;2915.88;0
2309;2015;4;26;4;0;2915.88;0
2310;2015;4;26;5;0;2915.88;0
2311;2015;4;26;6;6.05;2915.88;0.002074845
2312;2015;4;26;7;136.85;2915.88;0.046932658
2313;2015;4;26;8;363.12;2915.88;0.124531874
2314;2015;4;26;9;514.05;2915.88;0.176293263
2315;2015;4;26;10;598.06;2915.88;0.205104462
2316;2015;4;26;11;726.07;2915.88;0.249005446
2317;2015;4;26;12;816.67;2915.88;0.280076684
2318;2015;4;26;13;850.93;2915.88;0.291826138
2319;2015;4;26;14;750.52;2915.88;0.257390565
2320;2015;4;26;15;593;2915.88;0.203369137
2321;2015;4;26;16;508.37;2915.88;0.174345309
2322;2015;4;26;17;361.02;2915.88;0.123811679
2323;2015;4;26;18;221.27;2915.88;0.075884467
2324;2015;4;26;19;82.52;2915.88;0.028300204
2325;2015;4;26;20;9.82;2915.88;0.003367765
2326;2015;4;26;21;0;2915.88;0
2327;2015;4;26;22;0;2915.88;0
2328;2015;4;26;23;0;2915.88;0
2329;2015;4;27;0;0;2915.88;0
2330;2015;4;27;1;0;2915.88;0
2331;2015;4;27;2;0;2915.88;0
2332;2015;4;27;3;0;2915.88;0
2333;2015;4;27;4;0;2915.88;0
2334;2015;4;27;5;0;2915.88;0
2335;2015;4;27;6;6.9;2915.88;0.002366353
2336;2015;4;27;7;124.39;2915.88;0.042659506
2337;2015;4;27;8;374.46;2915.88;0.128420923
2338;2015;4;27;9;779.26;2915.88;0.267246937
2339;2015;4;27;10;1177.95;2915.88;0.40397753
2340;2015;4;27;11;1464.94;2915.88;0.502400647
2341;2015;4;27;12;1646.12;2915.88;0.564536263
2342;2015;4;27;13;1703.62;2915.88;0.584255868
2343;2015;4;27;14;1613.93;2915.88;0.553496715
2344;2015;4;27;15;1415.79;2915.88;0.485544673
2345;2015;4;27;16;1162.66;2915.88;0.39873383
2346;2015;4;27;17;947.69;2915.88;0.325009946
2347;2015;4;27;18;618.59;2915.88;0.212145219
2348;2015;4;27;19;276.67;2915.88;0.094883877
2349;2015;4;27;20;49.8;2915.88;0.017078892
2350;2015;4;27;21;0;2915.88;0
2351;2015;4;27;22;0;2915.88;0
2352;2015;4;27;23;0;2915.88;0
2353;2015;4;28;0;0;2915.88;0
2354;2015;4;28;1;0;2915.88;0
2355;2015;4;28;2;0;2915.88;0
2356;2015;4;28;3;0;2915.88;0
2357;2015;4;28;4;0;2915.88;0
2358;2015;4;28;5;0;2915.88;0
2359;2015;4;28;6;16.61;2915.88;0.005696394
2360;2015;4;28;7;234.22;2915.88;0.080325665
2361;2015;4;28;8;700.63;2915.88;0.240280807
2362;2015;4;28;9;1191.7;2915.88;0.408693088
2363;2015;4;28;10;1467.37;2915.88;0.503234015
2364;2015;4;28;11;1563.42;2915.88;0.536174328
2365;2015;4;28;12;1755.5;2915.88;0.602048095
2366;2015;4;28;13;1891.7;2915.88;0.648757836
2367;2015;4;28;14;1931.12;2915.88;0.662276911
2368;2015;4;28;15;1777.53;2915.88;0.609603276
2369;2015;4;28;16;1552.67;2915.88;0.53248762
2370;2015;4;28;17;1144.48;2915.88;0.392499005
2371;2015;4;28;18;696.8;2915.88;0.23896731
2372;2015;4;28;19;279.25;2915.88;0.095768687
2373;2015;4;28;20;42.91;2915.88;0.014715969
2374;2015;4;28;21;0;2915.88;0
2375;2015;4;28;22;0;2915.88;0
2376;2015;4;28;23;0;2915.88;0
2377;2015;4;29;0;0;2915.88;0
2378;2015;4;29;1;0;2915.88;0
2379;2015;4;29;2;0;2915.88;0
2380;2015;4;29;3;0;2915.88;0
2381;2015;4;29;4;0;2915.88;0
2382;2015;4;29;5;0;2915.88;0
2383;2015;4;29;6;19.47;2915.88;0.00667723
2384;2015;4;29;7;231.87;2915.88;0.079519733
2385;2015;4;29;8;556.88;2915.88;0.190981796
2386;2015;4;29;9;1020.94;2915.88;0.350131007
2387;2015;4;29;10;1358.48;2915.88;0.465890229
2388;2015;4;29;11;1656.4;2915.88;0.568061786
2389;2015;4;29;12;1306.06;2915.88;0.447912808
2390;2015;4;29;13;1077.24;2915.88;0.369439072
2391;2015;4;29;14;1030.53;2915.88;0.353419894
2392;2015;4;29;15;976.97;2915.88;0.335051511
2393;2015;4;29;16;879.1;2915.88;0.30148703
2394;2015;4;29;17;703.98;2915.88;0.241429688
2395;2015;4;29;18;417.78;2915.88;0.143277501
2396;2015;4;29;19;173.96;2915.88;0.05965952
2397;2015;4;29;20;27.38;2915.88;0.009389961
2398;2015;4;29;21;0.02;2915.88;6.85899E-06
2399;2015;4;29;22;0;2915.88;0
2400;2015;4;29;23;0;2915.88;0
2401;2015;4;30;0;0;2915.88;0
2402;2015;4;30;1;0;2915.88;0
2403;2015;4;30;2;0;2915.88;0
2404;2015;4;30;3;0;2915.88;0
2405;2015;4;30;4;0;2915.88;0
2406;2015;4;30;5;0;2915.88;0
2407;2015;4;30;6;18.21;2915.88;0.006245113
2408;2015;4;30;7;174.13;2915.88;0.059717821
2409;2015;4;30;8;505.82;2915.88;0.173470788
2410;2015;4;30;9;828.78;2915.88;0.284229804
2411;2015;4;30;10;1107.74;2915.88;0.379899036
2412;2015;4;30;11;1388.38;2915.88;0.476144423
2413;2015;4;30;12;1392.49;2915.88;0.477553946
2414;2015;4;30;13;1410.83;2915.88;0.483843642
2415;2015;4;30;14;1358.81;2915.88;0.466003402
2416;2015;4;30;15;1348.92;2915.88;0.46261163
2417;2015;4;30;16;1157.21;2915.88;0.396864754
2418;2015;4;30;17;943.53;2915.88;0.323583275
2419;2015;4;30;18;619.56;2915.88;0.21247788
2420;2015;4;30;19;277.7;2915.88;0.095237115
2421;2015;4;30;20;48.91;2915.88;0.016773667
2422;2015;4;30;21;0.02;2915.88;6.85899E-06
2423;2015;4;30;22;0;2915.88;0
2424;2015;4;30;23;0;2915.88;0
2425;2015;5;1;0;0;2915.88;0
2426;2015;5;1;1;0;2915.88;0
2427;2015;5;1;2;0;2915.88;0
2428;2015;5;1;3;0;2915.88;0
2429;2015;5;1;4;0;2915.88;0
2430;2015;5;1;5;0;2915.88;0
2431;2015;5;1;6;14.59;2915.88;0.005003635
2432;2015;5;1;7;154.33;2915.88;0.052927418
2433;2015;5;1;8;366.47;2915.88;0.125680755
2434;2015;5;1;9;734.46;2915.88;0.251882794
2435;2015;5;1;10;1315.92;2915.88;0.451294292
2436;2015;5;1;11;1496.64;2915.88;0.513272151
2437;2015;5;1;12;1779.23;2915.88;0.61018629
2438;2015;5;1;13;1935.04;2915.88;0.663621274
2439;2015;5;1;14;1787.98;2915.88;0.6131871
2440;2015;5;1;15;1607.82;2915.88;0.551401292
2441;2015;5;1;16;1373.53;2915.88;0.471051621
2442;2015;5;1;17;1095.17;2915.88;0.375588159
2443;2015;5;1;18;702.24;2915.88;0.240832956
2444;2015;5;1;19;286.33;2915.88;0.098196771
2445;2015;5;1;20;39.04;2915.88;0.013388754
2446;2015;5;1;21;0.01;2915.88;3.4295E-06
2447;2015;5;1;22;0;2915.88;0
2448;2015;5;1;23;0;2915.88;0
2449;2015;5;2;0;0;2915.88;0
2450;2015;5;2;1;0;2915.88;0
2451;2015;5;2;2;0;2915.88;0
2452;2015;5;2;3;0;2915.88;0
2453;2015;5;2;4;0;2915.88;0
2454;2015;5;2;5;0;2915.88;0
2455;2015;5;2;6;29.11;2915.88;0.009983264
2456;2015;5;2;7;251.27;2915.88;0.086172956
2457;2015;5;2;8;634.67;2915.88;0.217659849
2458;2015;5;2;9;1015.04;2915.88;0.348107604
2459;2015;5;2;10;1268.4;2915.88;0.434997325
2460;2015;5;2;11;1397.08;2915.88;0.479128085
2461;2015;5;2;12;1455.31;2915.88;0.499098042
2462;2015;5;2;13;1479.54;2915.88;0.507407712
2463;2015;5;2;14;1369.71;2915.88;0.469741553
2464;2015;5;2;15;1085.4;2915.88;0.372237541
2465;2015;5;2;16;839.25;2915.88;0.287820486
2466;2015;5;2;17;453.5;2915.88;0.155527662
2467;2015;5;2;18;254.76;2915.88;0.087369851
2468;2015;5;2;19;112.02;2915.88;0.038417219
2469;2015;5;2;20;18.6;2915.88;0.006378863
2470;2015;5;2;21;0.01;2915.88;3.4295E-06
2471;2015;5;2;22;0;2915.88;0
2472;2015;5;2;23;0;2915.88;0
2473;2015;5;3;0;0;2915.88;0
2474;2015;5;3;1;0;2915.88;0
2475;2015;5;3;2;0;2915.88;0
2476;2015;5;3;3;0;2915.88;0
2477;2015;5;3;4;0;2915.88;0
2478;2015;5;3;5;0;2915.88;0
2479;2015;5;3;6;14.13;2915.88;0.004845878
2480;2015;5;3;7;106.09;2915.88;0.036383527
2481;2015;5;3;8;268.62;2915.88;0.092123133
2482;2015;5;3;9;460.9;2915.88;0.15806549
2483;2015;5;3;10;447.2;2915.88;0.15336708
2484;2015;5;3;11;390.63;2915.88;0.133966418
2485;2015;5;3;12;393.97;2915.88;0.13511187
2486;2015;5;3;13;374.11;2915.88;0.12830089
2487;2015;5;3;14;375.96;2915.88;0.128935347
2488;2015;5;3;15;406.72;2915.88;0.139484478
2489;2015;5;3;16;440.5;2915.88;0.151069317
2490;2015;5;3;17;613.23;2915.88;0.210307009
2491;2015;5;3;18;504.11;2915.88;0.172884344
2492;2015;5;3;19;253.24;2915.88;0.086848567
2493;2015;5;3;20;55.01;2915.88;0.01886566
2494;2015;5;3;21;0.32;2915.88;0.000109744
2495;2015;5;3;22;0;2915.88;0
2496;2015;5;3;23;0;2915.88;0
2497;2015;5;4;0;0;2915.88;0
2498;2015;5;4;1;0;2915.88;0
2499;2015;5;4;2;0;2915.88;0
2500;2015;5;4;3;0;2915.88;0
2501;2015;5;4;4;0;2915.88;0
2502;2015;5;4;5;0;2915.88;0
2503;2015;5;4;6;28.64;2915.88;0.009822078
2504;2015;5;4;7;226.91;2915.88;0.077818703
2505;2015;5;4;8;515.13;2915.88;0.176663649
2506;2015;5;4;9;856.16;2915.88;0.293619765
2507;2015;5;4;10;1161.52;2915.88;0.398342867
2508;2015;5;4;11;1242.9;2915.88;0.426252109
2509;2015;5;4;12;1237.58;2915.88;0.424427617
2510;2015;5;4;13;1570.1;2915.88;0.538465232
2511;2015;5;4;14;1586.46;2915.88;0.544075888
2512;2015;5;4;15;1597.17;2915.88;0.547748879
2513;2015;5;4;16;1348.98;2915.88;0.462632207
2514;2015;5;4;17;880.17;2915.88;0.301853986
2515;2015;5;4;18;472.16;2915.88;0.161927103
2516;2015;5;4;19;133.12;2915.88;0.045653456
2517;2015;5;4;20;10.14;2915.88;0.003477509
2518;2015;5;4;21;0.02;2915.88;6.85899E-06
2519;2015;5;4;22;0;2915.88;0
2520;2015;5;4;23;0;2915.88;0
2521;2015;5;5;0;0;2915.88;0
2522;2015;5;5;1;0;2915.88;0
2523;2015;5;5;2;0;2915.88;0
2524;2015;5;5;3;0;2915.88;0
2525;2015;5;5;4;0;2915.88;0
2526;2015;5;5;5;0;2915.88;0
2527;2015;5;5;6;17.14;2915.88;0.005878157
2528;2015;5;5;7;182.84;2915.88;0.062704912
2529;2015;5;5;8;331;2915.88;0.113516331
2530;2015;5;5;9;907.98;2915.88;0.311391415
2531;2015;5;5;10;1416.29;2915.88;0.485716147
2532;2015;5;5;11;1580.29;2915.88;0.541959889
2533;2015;5;5;12;1067.93;2915.88;0.36624621
2534;2015;5;5;13;1169.02;2915.88;0.40091499
2535;2015;5;5;14;1439.19;2915.88;0.493569694
2536;2015;5;5;15;1785.35;2915.88;0.612285142
2537;2015;5;5;16;1654.32;2915.88;0.567348451
2538;2015;5;5;17;1308.5;2915.88;0.448749606
2539;2015;5;5;18;803.4;2915.88;0.275525742
2540;2015;5;5;19;325.2;2915.88;0.111527223
2541;2015;5;5;20;60.16;2915.88;0.02063185
2542;2015;5;5;21;0.39;2915.88;0.00013375
2543;2015;5;5;22;0;2915.88;0
2544;2015;5;5;23;0;2915.88;0
2545;2015;5;6;0;0;2915.88;0
2546;2015;5;6;1;0;2915.88;0
2547;2015;5;6;2;0;2915.88;0
2548;2015;5;6;3;0;2915.88;0
2549;2015;5;6;4;0;2915.88;0
2550;2015;5;6;5;0;2915.88;0
2551;2015;5;6;6;39.12;2915.88;0.01341619
2552;2015;5;6;7;289.88;2915.88;0.099414242
2553;2015;5;6;8;762.75;2915.88;0.261584839
2554;2015;5;6;9;1245.87;2915.88;0.42727067
2555;2015;5;6;10;1299.46;2915.88;0.445649341
2556;2015;5;6;11;1280.33;2915.88;0.439088714
2557;2015;5;6;12;1495.84;2915.88;0.512997791
2558;2015;5;6;13;1729.75;2915.88;0.593217142
2559;2015;5;6;14;1493.39;2915.88;0.512157565
2560;2015;5;6;15;1450.93;2915.88;0.497595923
2561;2015;5;6;16;1391.24;2915.88;0.477125259
2562;2015;5;6;17;1141.74;2915.88;0.391559323
2563;2015;5;6;18;680.06;2915.88;0.233226333
2564;2015;5;6;19;329.71;2915.88;0.113073926
2565;2015;5;6;20;67.48;2915.88;0.023142242
2566;2015;5;6;21;0.8;2915.88;0.00027436
2567;2015;5;6;22;0;2915.88;0
2568;2015;5;6;23;0;2915.88;0
2569;2015;5;7;0;0;2915.88;0
2570;2015;5;7;1;0;2915.88;0
2571;2015;5;7;2;0;2915.88;0
2572;2015;5;7;3;0;2915.88;0
2573;2015;5;7;4;0;2915.88;0
2574;2015;5;7;5;0;2915.88;0
2575;2015;5;7;6;36.02;2915.88;0.012353046
2576;2015;5;7;7;265.26;2915.88;0.090970822
2577;2015;5;7;8;608.17;2915.88;0.208571683
2578;2015;5;7;9;829.07;2915.88;0.284329259
2579;2015;5;7;10;1024.57;2915.88;0.351375914
2580;2015;5;7;11;1122.14;2915.88;0.38483751
2581;2015;5;7;12;1093.18;2915.88;0.374905689
2582;2015;5;7;13;1224.02;2915.88;0.41977722
2583;2015;5;7;14;1500.89;2915.88;0.514729687
2584;2015;5;7;15;1312.51;2915.88;0.450124834
2585;2015;5;7;16;1290.13;2915.88;0.442449621
2586;2015;5;7;17;988.12;2915.88;0.3388754
2587;2015;5;7;18;588.66;2915.88;0.201880736
2588;2015;5;7;19;268.17;2915.88;0.091968805
2589;2015;5;7;20;61.66;2915.88;0.021146275
2590;2015;5;7;21;0.23;2915.88;7.88784E-05
2591;2015;5;7;22;0;2915.88;0
2592;2015;5;7;23;0;2915.88;0
2593;2015;5;8;0;0;2915.88;0
2594;2015;5;8;1;0;2915.88;0
2595;2015;5;8;2;0;2915.88;0
2596;2015;5;8;3;0;2915.88;0
2597;2015;5;8;4;0;2915.88;0
2598;2015;5;8;5;0;2915.88;0
2599;2015;5;8;6;23.04;2915.88;0.00790156
2600;2015;5;8;7;208.18;2915.88;0.071395256
2601;2015;5;8;8;615.94;2915.88;0.211236402
2602;2015;5;8;9;1185.92;2915.88;0.406710839
2603;2015;5;8;10;1503.59;2915.88;0.515655651
2604;2015;5;8;11;1856.16;2915.88;0.636569406
2605;2015;5;8;12;1993.89;2915.88;0.68380386
2606;2015;5;8;13;2019.88;2915.88;0.692717121
2607;2015;5;8;14;1882.93;2915.88;0.645750168
2608;2015;5;8;15;1527.58;2915.88;0.523883013
2609;2015;5;8;16;1251.7;2915.88;0.429270066
2610;2015;5;8;17;931.86;2915.88;0.319581053
2611;2015;5;8;18;519.45;2915.88;0.178145191
2612;2015;5;8;19;229.15;2915.88;0.07858691
2613;2015;5;8;20;44.61;2915.88;0.015298983
2614;2015;5;8;21;0.22;2915.88;7.54489E-05
2615;2015;5;8;22;0;2915.88;0
2616;2015;5;8;23;0;2915.88;0
2617;2015;5;9;0;0;2915.88;0
2618;2015;5;9;1;0;2915.88;0
2619;2015;5;9;2;0;2915.88;0
2620;2015;5;9;3;0;2915.88;0
2621;2015;5;9;4;0;2915.88;0
2622;2015;5;9;5;0;2915.88;0
2623;2015;5;9;6;17.94;2915.88;0.006152517
2624;2015;5;9;7;143.34;2915.88;0.049158402
2625;2015;5;9;8;308.92;2915.88;0.105944003
2626;2015;5;9;9;775.91;2915.88;0.266098056
2627;2015;5;9;10;1424.3;2915.88;0.488463174
2628;2015;5;9;11;1689.88;2915.88;0.57954374
2629;2015;5;9;12;1554.73;2915.88;0.533194096
2630;2015;5;9;13;1521.65;2915.88;0.521849322
2631;2015;5;9;14;1316.93;2915.88;0.451640671
2632;2015;5;9;15;1110.59;2915.88;0.380876442
2633;2015;5;9;16;1109.56;2915.88;0.380523204
2634;2015;5;9;17;749.3;2915.88;0.256972166
2635;2015;5;9;18;431.3;2915.88;0.14791418
2636;2015;5;9;19;218.86;2915.88;0.075057958
2637;2015;5;9;20;52.08;2915.88;0.017860817
2638;2015;5;9;21;1.08;2915.88;0.000370386
2639;2015;5;9;22;0;2915.88;0
2640;2015;5;9;23;0;2915.88;0
2641;2015;5;10;0;0;2915.88;0
2642;2015;5;10;1;0;2915.88;0
2643;2015;5;10;2;0;2915.88;0
2644;2015;5;10;3;0;2915.88;0
2645;2015;5;10;4;0;2915.88;0
2646;2015;5;10;5;0;2915.88;0
2647;2015;5;10;6;38.55;2915.88;0.013220709
2648;2015;5;10;7;246.62;2915.88;0.084578241
2649;2015;5;10;8;558.05;2915.88;0.191383047
2650;2015;5;10;9;891.6;2915.88;0.3057739
2651;2015;5;10;10;1232.88;2915.88;0.422815754
2652;2015;5;10;11;1551.33;2915.88;0.532028067
2653;2015;5;10;12;1808.28;2915.88;0.620148977
2654;2015;5;10;13;1947.68;2915.88;0.667956157
2655;2015;5;10;14;1917.02;2915.88;0.657441321
2656;2015;5;10;15;1841.1;2915.88;0.631404585
2657;2015;5;10;16;1610.43;2915.88;0.552296391
2658;2015;5;10;17;1267.94;2915.88;0.434839568
2659;2015;5;10;18;787.69;2915.88;0.270138003
2660;2015;5;10;19;335.79;2915.88;0.11515906
2661;2015;5;10;20;88.19;2915.88;0.030244729
2662;2015;5;10;21;0.9;2915.88;0.000308655
2663;2015;5;10;22;0;2915.88;0
2664;2015;5;10;23;0;2915.88;0
2665;2015;5;11;0;0;2915.88;0
2666;2015;5;11;1;0;2915.88;0
2667;2015;5;11;2;0;2915.88;0
2668;2015;5;11;3;0;2915.88;0
2669;2015;5;11;4;0;2915.88;0
2670;2015;5;11;5;0;2915.88;0
2671;2015;5;11;6;47.35;2915.88;0.016238666
2672;2015;5;11;7;273.81;2915.88;0.093903041
2673;2015;5;11;8;674.74;2915.88;0.231401841
2674;2015;5;11;9;1060.82;2915.88;0.363807838
2675;2015;5;11;10;1446.72;2915.88;0.496152105
2676;2015;5;11;11;1705.76;2915.88;0.58498978
2677;2015;5;11;12;1954.43;2915.88;0.670271067
2678;2015;5;11;13;2043.71;2915.88;0.700889611
2679;2015;5;11;14;2052.55;2915.88;0.703921286
2680;2015;5;11;15;1772.1;2915.88;0.607741059
2681;2015;5;11;16;1429.12;2915.88;0.490116191
2682;2015;5;11;17;1100.57;2915.88;0.377440087
2683;2015;5;11;18;611.25;2915.88;0.209627968
2684;2015;5;11;19;312.34;2915.88;0.107116891
2685;2015;5;11;20;87.26;2915.88;0.029925786
2686;2015;5;11;21;1.1;2915.88;0.000377245
2687;2015;5;11;22;0;2915.88;0
2688;2015;5;11;23;0;2915.88;0
2689;2015;5;12;0;0;2915.88;0
2690;2015;5;12;1;0;2915.88;0
2691;2015;5;12;2;0;2915.88;0
2692;2015;5;12;3;0;2915.88;0
2693;2015;5;12;4;0;2915.88;0
2694;2015;5;12;5;0;2915.88;0
2695;2015;5;12;6;44.01;2915.88;0.015093214
2696;2015;5;12;7;231.49;2915.88;0.079389412
2697;2015;5;12;8;454.75;2915.88;0.155956349
2698;2015;5;12;9;730.81;2915.88;0.250631027
2699;2015;5;12;10;1159.64;2915.88;0.397698122
2700;2015;5;12;11;1588.43;2915.88;0.544751499
2701;2015;5;12;12;1682.81;2915.88;0.577119086
2702;2015;5;12;13;1695.64;2915.88;0.58151913
2703;2015;5;12;14;1818.81;2915.88;0.623760237
2704;2015;5;12;15;1781.7;2915.88;0.611033376
2705;2015;5;12;16;1471.68;2915.88;0.504712128
2706;2015;5;12;17;1127.16;2915.88;0.386559118
2707;2015;5;12;18;758.4;2915.88;0.260093008
2708;2015;5;12;19;407.07;2915.88;0.13960451
2709;2015;5;12;20;104.87;2915.88;0.035965129
2710;2015;5;12;21;1.86;2915.88;0.000637886
2711;2015;5;12;22;0;2915.88;0
2712;2015;5;12;23;0;2915.88;0
2713;2015;5;13;0;0;2915.88;0
2714;2015;5;13;1;0;2915.88;0
2715;2015;5;13;2;0;2915.88;0
2716;2015;5;13;3;0;2915.88;0
2717;2015;5;13;4;0;2915.88;0
2718;2015;5;13;5;0;2915.88;0
2719;2015;5;13;6;61.13;2915.88;0.020964512
2720;2015;5;13;7;346.73;2915.88;0.118910929
2721;2015;5;13;8;845.58;2915.88;0.289991358
2722;2015;5;13;9;1367.32;2915.88;0.468921904
2723;2015;5;13;10;1792.21;2915.88;0.614637777
2724;2015;5;13;11;2082.03;2915.88;0.714031442
2725;2015;5;13;12;2257.83;2915.88;0.774321989
2726;2015;5;13;13;2301.6;2915.88;0.789332894
2727;2015;5;13;14;2196.81;2915.88;0.753395201
2728;2015;5;13;15;1962.99;2915.88;0.673206716
2729;2015;5;13;16;1592.94;2915.88;0.546298202
2730;2015;5;13;17;1184.55;2915.88;0.406240998
2731;2015;5;13;18;789.4;2915.88;0.270724447
2732;2015;5;13;19;349.01;2915.88;0.119692854
2733;2015;5;13;20;88.91;2915.88;0.030491653
2734;2015;5;13;21;3.55;2915.88;0.001217471
2735;2015;5;13;22;0;2915.88;0
2736;2015;5;13;23;0;2915.88;0
2737;2015;5;14;0;0;2915.88;0
2738;2015;5;14;1;0;2915.88;0
2739;2015;5;14;2;0;2915.88;0
2740;2015;5;14;3;0;2915.88;0
2741;2015;5;14;4;0;2915.88;0
2742;2015;5;14;5;0;2915.88;0
2743;2015;5;14;6;76.32;2915.88;0.026173917
2744;2015;5;14;7;375.5;2915.88;0.12877759
2745;2015;5;14;8;833.54;2915.88;0.285862244
2746;2015;5;14;9;1342.4;2915.88;0.460375598
2747;2015;5;14;10;1685.94;2915.88;0.578192518
2748;2015;5;14;11;1743.25;2915.88;0.597846962
2749;2015;5;14;12;1619.33;2915.88;0.555348643
2750;2015;5;14;13;1575.15;2915.88;0.540197127
2751;2015;5;14;14;1256.95;2915.88;0.431070552
2752;2015;5;14;15;887.81;2915.88;0.304474121
2753;2015;5;14;16;413.49;2915.88;0.141806247
2754;2015;5;14;17;213.96;2915.88;0.073377505
2755;2015;5;14;18;133.03;2915.88;0.045622591
2756;2015;5;14;19;65.05;2915.88;0.022308874
2757;2015;5;14;20;11.91;2915.88;0.00408453
2758;2015;5;14;21;0.05;2915.88;1.71475E-05
2759;2015;5;14;22;0;2915.88;0
2760;2015;5;14;23;0;2915.88;0
2761;2015;5;15;0;0;2915.88;0
2762;2015;5;15;1;0;2915.88;0
2763;2015;5;15;2;0;2915.88;0
2764;2015;5;15;3;0;2915.88;0
2765;2015;5;15;4;0;2915.88;0
2766;2015;5;15;5;0;2915.88;0
2767;2015;5;15;6;23.08;2915.88;0.007915278
2768;2015;5;15;7;183.45;2915.88;0.062914112
2769;2015;5;15;8;572.26;2915.88;0.196256362
2770;2015;5;15;9;1047.1;2915.88;0.359102569
2771;2015;5;15;10;1350.1;2915.88;0.463016311
2772;2015;5;15;11;1608.09;2915.88;0.551493889
2773;2015;5;15;12;2046.48;2915.88;0.701839582
2774;2015;5;15;13;2160.2;2915.88;0.740839815
2775;2015;5;15;14;2115.22;2915.88;0.72541394
2776;2015;5;15;15;1983.41;2915.88;0.680209748
2777;2015;5;15;16;1800.84;2915.88;0.617597432
2778;2015;5;15;17;1410.05;2915.88;0.483576142
2779;2015;5;15;18;893.69;2915.88;0.306490665
2780;2015;5;15;19;397.88;2915.88;0.136452803
2781;2015;5;15;20;97.27;2915.88;0.033358712
2782;2015;5;15;21;3.12;2915.88;0.001070003
2783;2015;5;15;22;0;2915.88;0
2784;2015;5;15;23;0;2915.88;0
2785;2015;5;16;0;0;2915.88;0
2786;2015;5;16;1;0;2915.88;0
2787;2015;5;16;2;0;2915.88;0
2788;2015;5;16;3;0;2915.88;0
2789;2015;5;16;4;0;2915.88;0
2790;2015;5;16;5;0;2915.88;0
2791;2015;5;16;6;47.92;2915.88;0.016434147
2792;2015;5;16;7;195.25;2915.88;0.066960917
2793;2015;5;16;8;299.81;2915.88;0.102819732
2794;2015;5;16;9;364.4;2915.88;0.124970849
2795;2015;5;16;10;419.93;2915.88;0.144014843
2796;2015;5;16;11;406.34;2915.88;0.139354157
2797;2015;5;16;12;415.31;2915.88;0.142430416
2798;2015;5;16;13;385.16;2915.88;0.132090484
2799;2015;5;16;14;473.46;2915.88;0.162372937
2800;2015;5;16;15;630.17;2915.88;0.216116575
2801;2015;5;16;16;655.29;2915.88;0.22473147
2802;2015;5;16;17;703.38;2915.88;0.241223919
2803;2015;5;16;18;558.93;2915.88;0.191684843
2804;2015;5;16;19;303.85;2915.88;0.104205249
2805;2015;5;16;20;102.24;2915.88;0.035063171
2806;2015;5;16;21;4.13;2915.88;0.001416382
2807;2015;5;16;22;0;2915.88;0
2808;2015;5;16;23;0;2915.88;0
2809;2015;5;17;0;0;2915.88;0
2810;2015;5;17;1;0;2915.88;0
2811;2015;5;17;2;0;2915.88;0
2812;2015;5;17;3;0;2915.88;0
2813;2015;5;17;4;0;2915.88;0
2814;2015;5;17;5;0;2915.88;0
2815;2015;5;17;6;67.03;2915.88;0.022987914
2816;2015;5;17;7;303.9;2915.88;0.104222396
2817;2015;5;17;8;683.41;2915.88;0.234375214
2818;2015;5;17;9;1173;2915.88;0.402279929
2819;2015;5;17;10;1499.04;2915.88;0.51409523
2820;2015;5;17;11;1607.17;2915.88;0.551178375
2821;2015;5;17;12;1641.16;2915.88;0.562835233
2822;2015;5;17;13;1807.5;2915.88;0.619881477
2823;2015;5;17;14;1852.97;2915.88;0.635475397
2824;2015;5;17;15;1787.43;2915.88;0.612998477
2825;2015;5;17;16;1537.75;2915.88;0.527370811
2826;2015;5;17;17;1131.68;2915.88;0.38810925
2827;2015;5;17;18;735.02;2915.88;0.252074845
2828;2015;5;17;19;364.47;2915.88;0.124994856
2829;2015;5;17;20;103.01;2915.88;0.035327243
2830;2015;5;17;21;3.88;2915.88;0.001330645
2831;2015;5;17;22;0;2915.88;0
2832;2015;5;17;23;0;2915.88;0
2833;2015;5;18;0;0;2915.88;0
2834;2015;5;18;1;0;2915.88;0
2835;2015;5;18;2;0;2915.88;0
2836;2015;5;18;3;0;2915.88;0
2837;2015;5;18;4;0;2915.88;0
2838;2015;5;18;5;0;2915.88;0
2839;2015;5;18;6;70.07;2915.88;0.024030481
