Timestep;Y;M;D;H;AvgOfRealTime
4471;2015;7;25;6;6212.00
4472;2015;7;25;7;6388.25
4473;2015;7;25;8;6750.00
4474;2015;7;25;9;7004.50
4475;2015;7;25;10;7268.00
4476;2015;7;25;11;7470.50
4477;2015;7;25;12;7469.75
4478;2015;7;25;13;7330.25
4479;2015;7;25;14;7200.50
4480;2015;7;25;15;7082.75
4481;2015;7;25;16;7164.00
4482;2015;7;25;17;7567.00
4483;2015;7;25;18;7714.75
4484;2015;7;25;19;7740.50
4485;2015;7;25;20;7766.00
4486;2015;7;25;21;7809.75
4487;2015;7;25;22;8096.75
4488;2015;7;25;23;7815.25
4489;2015;7;26;0;7459.00
4490;2015;7;26;1;7151.75
4491;2015;7;26;2;6874.25
4492;2015;7;26;3;6654.00
4493;2015;7;26;4;6682.25
4494;2015;7;26;5;6604.00
4495;2015;7;26;6;6535.75
4496;2015;7;26;7;6759.50
4497;2015;7;26;8;7122.50
4498;2015;7;26;9;7593.50
4499;2015;7;26;10;7728.75
4500;2015;7;26;11;7981.00
4501;2015;7;26;12;8024.00
4502;2015;7;26;13;7703.25
4503;2015;7;26;14;7535.75
4504;2015;7;26;15;7492.25
4505;2015;7;26;16;7527.25
4506;2015;7;26;17;7575.75
4507;2015;7;26;18;7500.75
4508;2015;7;26;19;7352.75
4509;2015;7;26;20;7070.75
4510;2015;7;26;21;6914.25
4511;2015;7;26;22;7008.50
4512;2015;7;26;23;6695.50
4513;2015;7;27;0;6247.00
4514;2015;7;27;1;6000.00
4515;2015;7;27;2;5818.50
4516;2015;7;27;3;5776.75
4517;2015;7;27;4;5832.50
4518;2015;7;27;5;6084.00
4519;2015;7;27;6;6449.25
4520;2015;7;27;7;7053.25
4521;2015;7;27;8;7516.50
4522;2015;7;27;9;7940.25
4523;2015;7;27;10;8237.75
4524;2015;7;27;11;8464.00
4525;2015;7;27;12;8414.00
4526;2015;7;27;13;8277.25
4527;2015;7;27;14;8043.00
4528;2015;7;27;15;7961.50
4529;2015;7;27;16;7843.75
4530;2015;7;27;17;7938.25
4531;2015;7;27;18;7793.50
4532;2015;7;27;19;7472.00
4533;2015;7;27;20;7160.50
4534;2015;7;27;21;7045.50
4535;2015;7;27;22;7453.25
4536;2015;7;27;23;7115.50
4537;2015;7;28;0;6519.25
4538;2015;7;28;1;6173.50
4539;2015;7;28;2;5960.25
4540;2015;7;28;3;5919.50
4541;2015;7;28;4;5918.00
4542;2015;7;28;5;6166.00
4543;2015;7;28;6;6512.75
4544;2015;7;28;7;7130.75
4545;2015;7;28;8;7630.00
4546;2015;7;28;9;7999.25
4547;2015;7;28;10;8173.75
4548;2015;7;28;11;8355.00
4549;2015;7;28;12;8244.00
4550;2015;7;28;13;8198.50
4551;2015;7;28;14;8043.50
4552;2015;7;28;15;8002.25
4553;2015;7;28;16;7983.25
4554;2015;7;28;17;7967.50
4555;2015;7;28;18;7908.25
4556;2015;7;28;19;7598.25
4557;2015;7;28;20;7420.50
4558;2015;7;28;21;7492.00
4559;2015;7;28;22;8168.75
4560;2015;7;28;23;7879.00
4561;2015;7;29;0;7170.25
4562;2015;7;29;1;6829.75
4563;2015;7;29;2;6602.00
4564;2015;7;29;3;6557.75
4565;2015;7;29;4;6605.75
4566;2015;7;29;5;6888.50
4567;2015;7;29;6;7288.00
4568;2015;7;29;7;7859.50
4569;2015;7;29;8;8426.50
4570;2015;7;29;9;8791.00
4571;2015;7;29;10;8823.75
4572;2015;7;29;11;8894.25
4573;2015;7;29;12;8771.00
4574;2015;7;29;13;8502.00
4575;2015;7;29;14;8380.75
4576;2015;7;29;15;8194.25
4577;2015;7;29;16;8302.00
4578;2015;7;29;17;8490.25
4579;2015;7;29;18;8574.75
4580;2015;7;29;19;8437.75
4581;2015;7;29;20;8346.75
4582;2015;7;29;21;8389.00
4583;2015;7;29;22;8781.50
4584;2015;7;29;23;8368.75
4585;2015;7;30;0;7734.75
4586;2015;7;30;1;7394.75
4587;2015;7;30;2;7196.50
4588;2015;7;30;3;7144.75
4589;2015;7;30;4;7189.00
4590;2015;7;30;5;7494.25
4591;2015;7;30;6;7865.25
4592;2015;7;30;7;8440.00
4593;2015;7;30;8;8996.25
4594;2015;7;30;9;9343.75
4595;2015;7;30;10;9525.50
4596;2015;7;30;11;9671.25
4597;2015;7;30;12;9729.50
4598;2015;7;30;13;9517.25
4599;2015;7;30;14;9409.75
4600;2015;7;30;15;9348.00
4601;2015;7;30;16;9266.50
4602;2015;7;30;17;9348.75
4603;2015;7;30;18;9430.25
4604;2015;7;30;19;9063.00
4605;2015;7;30;20;8773.50
4606;2015;7;30;21;8687.50
4607;2015;7;30;22;9010.00
4608;2015;7;30;23;8606.50
4609;2015;7;31;0;8225.00
4610;2015;7;31;1;6247.00
4611;2015;7;31;2;6000.00
4612;2015;7;31;3;5818.50
4613;2015;7;31;4;5776.75
4614;2015;7;31;5;5832.50
4615;2015;7;31;6;6084.00
4616;2015;7;31;7;6449.25
4617;2015;7;31;8;7053.25
4618;2015;7;31;9;7516.50
4619;2015;7;31;10;7940.25
4620;2015;7;31;11;8237.75
4621;2015;7;31;12;8464.00
4622;2015;7;31;13;8414.00
4623;2015;7;31;14;8277.25
4624;2015;7;31;15;8043.00
4625;2015;7;31;16;7961.50
4626;2015;7;31;17;7843.75
4627;2015;7;31;18;7938.25
4628;2015;7;31;19;7793.50
4629;2015;7;31;20;7472.00
4630;2015;7;31;21;7160.50
4631;2015;7;31;22;7045.50
4632;2015;7;31;23;7453.25
4633;2015;8;1;0;7115.50
4634;2015;8;1;1;7192.25
4635;2015;8;1;2;6950.25
4636;2015;8;1;3;6814.50
4637;2015;8;1;4;6827.00
4638;2015;8;1;5;6877.50
4639;2015;8;1;6;6939.50
4640;2015;8;1;7;7409.00
4641;2015;8;1;8;8057.50
4642;2015;8;1;9;8570.50
4643;2015;8;1;10;8853.75
4644;2015;8;1;11;8990.75
4645;2015;8;1;12;8978.25
4646;2015;8;1;13;8793.00
4647;2015;8;1;14;8623.75
4648;2015;8;1;15;8473.75
4649;2015;8;1;16;8462.50
4650;2015;8;1;17;8510.50
4651;2015;8;1;18;8408.50
4652;2015;8;1;19;8216.25
4653;2015;8;1;20;7961.25
4654;2015;8;1;21;7889.25
4655;2015;8;1;22;8156.75
4656;2015;8;1;23;7802.25
4657;2015;8;2;0;7360.25
4658;2015;8;2;1;7089.00
4659;2015;8;2;2;6842.75
4660;2015;8;2;3;6791.50
4661;2015;8;2;4;6744.75
4662;2015;8;2;5;6754.75
4663;2015;8;2;6;6751.75
4664;2015;8;2;7;7048.75
4665;2015;8;2;8;7552.75
4666;2015;8;2;9;7945.00
4667;2015;8;2;10;8246.00
4668;2015;8;2;11;8435.00
4669;2015;8;2;12;8454.75
4670;2015;8;2;13;8257.75
4671;2015;8;2;14;7945.25
4672;2015;8;2;15;7862.75
4673;2015;8;2;16;7844.00
4674;2015;8;2;17;7952.25
4675;2015;8;2;18;8057.75
4676;2015;8;2;19;8040.00
4677;2015;8;2;20;7945.00
4678;2015;8;2;21;7965.50
4679;2015;8;2;22;8129.00
4680;2015;8;2;23;7525.00
4681;2015;8;3;0;6920.75
4682;2015;8;3;1;6510.75
4683;2015;8;3;2;6198.00
4684;2015;8;3;3;6041.25
4685;2015;8;3;4;6135.75
4686;2015;8;3;5;6370.75
4687;2015;8;3;6;6760.75
4688;2015;8;3;7;7482.00
4689;2015;8;3;8;8478.00
4690;2015;8;3;9;9238.50
4691;2015;8;3;10;9618.00
4692;2015;8;3;11;9913.00
4693;2015;8;3;12;9791.75
4694;2015;8;3;13;9795.25
4695;2015;8;3;14;9587.00
4696;2015;8;3;15;9507.75
4697;2015;8;3;16;9421.75
4698;2015;8;3;17;9371.25
4699;2015;8;3;18;9359.25
4700;2015;8;3;19;9150.00
4701;2015;8;3;20;8921.75
4702;2015;8;3;21;8844.25
4703;2015;8;3;22;9044.75
4704;2015;8;3;23;8545.50
4705;2015;8;4;0;7867.50
4706;2015;8;4;1;7515.00
4707;2015;8;4;2;7272.50
4708;2015;8;4;3;7210.50
4709;2015;8;4;4;7230.00
4710;2015;8;4;5;7395.50
4711;2015;8;4;6;7714.00
4712;2015;8;4;7;8455.25
4713;2015;8;4;8;9260.25
4714;2015;8;4;9;9578.50
4715;2015;8;4;10;9857.75
4716;2015;8;4;11;10036.00
4717;2015;8;4;12;9928.25
4718;2015;8;4;13;9709.50
4719;2015;8;4;14;9295.50
4720;2015;8;4;15;9080.25
4721;2015;8;4;16;8906.75
4722;2015;8;4;17;8868.00
4723;2015;8;4;18;8580.75
4724;2015;8;4;19;8225.75
4725;2015;8;4;20;7975.25
4726;2015;8;4;21;7997.75
4727;2015;8;4;22;8379.00
4728;2015;8;4;23;8062.00
4729;2015;8;5;0;7414.00
4730;2015;8;5;1;7302.25
4731;2015;8;5;2;7123.00
4732;2015;8;5;3;6961.00
4733;2015;8;5;4;7043.25
4734;2015;8;5;5;7226.25
4735;2015;8;5;6;7751.25
4736;2015;8;5;7;8456.25
4737;2015;8;5;8;9286.25
4738;2015;8;5;9;9864.75
4739;2015;8;5;10;10115.75
4740;2015;8;5;11;10330.50
4741;2015;8;5;12;10199.50
4742;2015;8;5;13;10046.50
4743;2015;8;5;14;9899.75
4744;2015;8;5;15;9850.25
4745;2015;8;5;16;9818.50
4746;2015;8;5;17;9786.75
4747;2015;8;5;18;9563.00
4748;2015;8;5;19;9191.25
4749;2015;8;5;20;8865.25
4750;2015;8;5;21;8841.25
4751;2015;8;5;22;9055.25
4752;2015;8;5;23;8476.75
4753;2015;8;6;0;7805.50
4754;2015;8;6;1;7573.50
4755;2015;8;6;2;7372.75
4756;2015;8;6;3;7273.50
4757;2015;8;6;4;7299.25
4758;2015;8;6;5;7603.25
4759;2015;8;6;6;8017.50
4760;2015;8;6;7;8742.25
4761;2015;8;6;8;9455.50
4762;2015;8;6;9;9997.75
4763;2015;8;6;10;10208.25
4764;2015;8;6;11;10285.50
4765;2015;8;6;12;10089.00
4766;2015;8;6;13;9883.25
4767;2015;8;6;14;9728.75
4768;2015;8;6;15;9631.00
4769;2015;8;6;16;9416.00
4770;2015;8;6;17;9390.75
4771;2015;8;6;18;9358.00
4772;2015;8;6;19;9022.75
4773;2015;8;6;20;8736.50
4774;2015;8;6;21;8745.00
4775;2015;8;6;22;8938.75
4776;2015;8;6;23;8545.75
4777;2015;8;7;0;7982.50
4778;2015;8;7;1;7691.75
4779;2015;8;7;2;7465.00
4780;2015;8;7;3;7358.75
4781;2015;8;7;4;7398.25
4782;2015;8;7;5;7685.50
4783;2015;8;7;6;8058.25
4784;2015;8;7;7;8703.00
4785;2015;8;7;8;9529.50
4786;2015;8;7;9;10014.50
4787;2015;8;7;10;10294.75
4788;2015;8;7;11;10479.00
4789;2015;8;7;12;10397.50
4790;2015;8;7;13;10321.50
4791;2015;8;7;14;10256.25
4792;2015;8;7;15;10102.00
4793;2015;8;7;16;9973.00
4794;2015;8;7;17;9898.50
4795;2015;8;7;18;9601.75
4796;2015;8;7;19;9215.50
4797;2015;8;7;20;8766.25
4798;2015;8;7;21;8647.50
4799;2015;8;7;22;8865.00
4800;2015;8;7;23;8500.00
4801;2015;8;8;0;7915.00
4802;2015;8;8;1;7571.00
4803;2015;8;8;2;7303.25
4804;2015;8;8;3;7212.00
4805;2015;8;8;4;7137.75
4806;2015;8;8;5;7171.50
4807;2015;8;8;6;7159.25
4808;2015;8;8;7;7524.50
4809;2015;8;8;8;8128.75
4810;2015;8;8;9;8686.00
4811;2015;8;8;10;8996.75
4812;2015;8;8;11;9168.00
4813;2015;8;8;12;9116.75
4814;2015;8;8;13;8971.75
4815;2015;8;8;14;8755.25
4816;2015;8;8;15;8652.50
4817;2015;8;8;16;8661.50
4818;2015;8;8;17;8658.50
4819;2015;8;8;18;8585.50
4820;2015;8;8;19;8399.75
4821;2015;8;8;20;8188.25
4822;2015;8;8;21;8193.75
4823;2015;8;8;22;8364.50
4824;2015;8;8;23;8064.75
4825;2015;8;9;0;7573.50
4826;2015;8;9;1;7269.25
4827;2015;8;9;2;7023.75
4828;2015;8;9;3;6827.50
4829;2015;8;9;4;6758.50
4830;2015;8;9;5;6777.75
4831;2015;8;9;6;6773.25
4832;2015;8;9;7;7083.50
4833;2015;8;9;8;7601.75
4834;2015;8;9;9;8011.75
4835;2015;8;9;10;8375.75
4836;2015;8;9;11;8705.00
4837;2015;8;9;12;8696.25
4838;2015;8;9;13;8438.25
4839;2015;8;9;14;8187.00
4840;2015;8;9;15;8208.75
4841;2015;8;9;16;8029.75
4842;2015;8;9;17;8136.25
4843;2015;8;9;18;8295.00
4844;2015;8;9;19;8294.50
4845;2015;8;9;20;8220.00
4846;2015;8;9;21;8361.25
4847;2015;8;9;22;8433.75
4848;2015;8;9;23;7956.00
4849;2015;8;10;0;7369.75
4850;2015;8;10;1;7067.75
4851;2015;8;10;2;6932.75
4852;2015;8;10;3;6855.75
4853;2015;8;10;4;6982.25
4854;2015;8;10;5;7435.00
4855;2015;8;10;6;8044.75
4856;2015;8;10;7;8842.50
4857;2015;8;10;8;9753.50
4858;2015;8;10;9;10216.50
4859;2015;8;10;10;10543.25
4860;2015;8;10;11;10756.50
4861;2015;8;10;12;10697.00
4862;2015;8;10;13;10612.00
4863;2015;8;10;14;10399.25
4864;2015;8;10;15;10279.75
4865;2015;8;10;16;10170.50
4866;2015;8;10;17;10146.50
4867;2015;8;10;18;9893.50
4868;2015;8;10;19;9440.75
4869;2015;8;10;20;9100.50
4870;2015;8;10;21;9028.75
4871;2015;8;10;22;9092.50
4872;2015;8;10;23;8636.50
4873;2015;8;11;0;8049.25
4874;2015;8;11;1;7745.25
4875;2015;8;11;2;7529.50
4876;2015;8;11;3;7505.00
4877;2015;8;11;4;7575.00
4878;2015;8;11;5;7898.25
4879;2015;8;11;6;8514.75
4880;2015;8;11;7;9262.75
4881;2015;8;11;8;10036.25
4882;2015;8;11;9;10507.00
4883;2015;8;11;10;10713.50
4884;2015;8;11;11;10967.50
4885;2015;8;11;12;10920.00
4886;2015;8;11;13;10902.00
4887;2015;8;11;14;10671.75
4888;2015;8;11;15;10554.75
4889;2015;8;11;16;10457.75
4890;2015;8;11;17;10354.50
4891;2015;8;11;18;10106.75
4892;2015;8;11;19;9660.25
4893;2015;8;11;20;9267.25
4894;2015;8;11;21;9297.00
4895;2015;8;11;22;9357.00
4896;2015;8;11;23;8794.75
4897;2015;8;12;0;8154.00
4898;2015;8;12;1;7808.50
4899;2015;8;12;2;7480.25
4900;2015;8;12;3;7425.25
4901;2015;8;12;4;7471.50
4902;2015;8;12;5;7753.00
4903;2015;8;12;6;8345.50
4904;2015;8;12;7;9079.00
4905;2015;8;12;8;9862.75
4906;2015;8;12;9;10223.25
4907;2015;8;12;10;10417.00
4908;2015;8;12;11;10540.25
4909;2015;8;12;12;10531.50
4910;2015;8;12;13;10532.25
4911;2015;8;12;14;10315.25
4912;2015;8;12;15;10221.75
4913;2015;8;12;16;10085.25
4914;2015;8;12;17;9917.25
4915;2015;8;12;18;9529.25
4916;2015;8;12;19;9172.25
4917;2015;8;12;20;8844.75
4918;2015;8;12;21;8866.00
4919;2015;8;12;22;8943.00
4920;2015;8;12;23;8451.75
4921;2015;8;13;0;7881.25
4922;2015;8;13;1;7629.50
4923;2015;8;13;2;7445.50
4924;2015;8;13;3;7281.25
4925;2015;8;13;4;7304.25
4926;2015;8;13;5;7732.25
4927;2015;8;13;6;8226.50
4928;2015;8;13;7;8786.75
4929;2015;8;13;8;9620.75
4930;2015;8;13;9;10157.50
4931;2015;8;13;10;10434.00
4932;2015;8;13;11;10582.25
4933;2015;8;13;12;10483.25
4934;2015;8;13;13;10497.25
4935;2015;8;13;14;10532.00
4936;2015;8;13;15;10362.75
4937;2015;8;13;16;10164.50
4938;2015;8;13;17;9922.50
4939;2015;8;13;18;9713.25
4940;2015;8;13;19;9472.75
4941;2015;8;13;20;9479.25
4942;2015;8;13;21;9283.75
4943;2015;8;13;22;8856.75
4944;2015;8;13;23;8637.00
4945;2015;8;14;0;8171.50
4946;2015;8;14;1;7713.50
4947;2015;8;14;2;7416.75
4948;2015;8;14;3;7562.25
4949;2015;8;14;4;7675.75
4950;2015;8;14;5;7849.50
4951;2015;8;14;6;8216.25
4952;2015;8;14;7;8887.00
4953;2015;8;14;8;9782.50
4954;2015;8;14;9;10220.50
4955;2015;8;14;10;10276.75
4956;2015;8;14;11;10625.25
4957;2015;8;14;12;10632.75
4958;2015;8;14;13;10485.25
4959;2015;8;14;14;10324.00
4960;2015;8;14;15;10199.75
4961;2015;8;14;16;10043.00
4962;2015;8;14;17;10028.25
4963;2015;8;14;18;9783.75
4964;2015;8;14;19;9483.50
4965;2015;8;14;20;9099.25
4966;2015;8;14;21;9126.00
4967;2015;8;14;22;9190.25
4968;2015;8;14;23;8774.00
4969;2015;8;15;0;8100.25
4970;2015;8;15;1;7691.00
4971;2015;8;15;2;7376.75
4972;2015;8;15;3;7150.75
4973;2015;8;15;4;7048.25
4974;2015;8;15;5;7107.75
4975;2015;8;15;6;7057.50
4976;2015;8;15;7;7396.25
4977;2015;8;15;8;7811.50
4978;2015;8;15;9;8208.00
4979;2015;8;15;10;8542.25
4980;2015;8;15;11;8819.25
4981;2015;8;15;12;8844.00
4982;2015;8;15;13;8527.00
4983;2015;8;15;14;8238.75
4984;2015;8;15;15;8104.25
4985;2015;8;15;16;8061.75
4986;2015;8;15;17;8138.50
4987;2015;8;15;18;8265.25
4988;2015;8;15;19;8194.00
4989;2015;8;15;20;8067.25
4990;2015;8;15;21;8232.75
4991;2015;8;15;22;8210.00
4992;2015;8;15;23;7909.50
4993;2015;8;16;0;7476.50
4994;2015;8;16;1;7170.50
4995;2015;8;16;2;6928.00
4996;2015;8;16;3;6854.50
4997;2015;8;16;4;6781.75
4998;2015;8;16;5;6876.25
4999;2015;8;16;6;6836.75
5000;2015;8;16;7;6978.00
5001;2015;8;16;8;7523.00
5002;2015;8;16;9;8008.00
5003;2015;8;16;10;8341.75
5004;2015;8;16;11;8562.50
5005;2015;8;16;12;8535.00
5006;2015;8;16;13;8325.25
5007;2015;8;16;14;8104.00
5008;2015;8;16;15;7919.25
5009;2015;8;16;16;7827.50
5010;2015;8;16;17;7887.25
5011;2015;8;16;18;8056.25
5012;2015;8;16;19;8086.50
5013;2015;8;16;20;7994.00
5014;2015;8;16;21;8224.00
5015;2015;8;16;22;8223.00
5016;2015;8;16;23;7887.00
5017;2015;8;17;0;7355.25
5018;2015;8;17;1;7068.25
5019;2015;8;17;2;6852.00
5020;2015;8;17;3;6838.25
5021;2015;8;17;4;6900.25
5022;2015;8;17;5;7179.75
5023;2015;8;17;6;7832.00
5024;2015;8;17;7;8573.50
5025;2015;8;17;8;9314.50
5026;2015;8;17;9;9746.75
5027;2015;8;17;10;10008.00
5028;2015;8;17;11;10346.25
5029;2015;8;17;12;10235.75
5030;2015;8;17;13;10113.00
5031;2015;8;17;14;9857.75
5032;2015;8;17;15;9771.25
5033;2015;8;17;16;9709.25
5034;2015;8;17;17;9732.00
5035;2015;8;17;18;9755.25
5036;2015;8;17;19;9810.63
5037;2015;8;17;20;9258.25
5038;2015;8;17;21;9216.75
5039;2015;8;17;22;9099.75
5040;2015;8;17;23;8557.50
5041;2015;8;18;0;7943.00
5042;2015;8;18;1;7651.00
5043;2015;8;18;2;7240.75
5044;2015;8;18;3;7047.50
5045;2015;8;18;4;7106.00
5046;2015;8;18;5;7587.00
5047;2015;8;18;6;8287.50
5048;2015;8;18;7;8929.00
5049;2015;8;18;8;9557.75
5050;2015;8;18;9;9930.75
5051;2015;8;18;10;10340.75
5052;2015;8;18;11;10526.25
5053;2015;8;18;12;10294.25
5054;2015;8;18;13;10061.50
5055;2015;8;18;14;9960.50
5056;2015;8;18;15;9761.00
5057;2015;8;18;16;9561.75
5058;2015;8;18;17;9451.00
5059;2015;8;18;18;9590.50
5060;2015;8;18;19;9387.50
5061;2015;8;18;20;9276.25
5062;2015;8;18;21;9378.50
5063;2015;8;18;22;9226.25
5064;2015;8;18;23;8720.75
5065;2015;8;19;0;8122.50
5066;2015;8;19;1;7807.75
5067;2015;8;19;2;7570.50
5068;2015;8;19;3;7473.00
5069;2015;8;19;4;7493.75
5070;2015;8;19;5;7847.00
5071;2015;8;19;6;8504.25
5072;2015;8;19;7;9196.25
5073;2015;8;19;8;9889.00
5074;2015;8;19;9;10243.50
5075;2015;8;19;10;10529.50
5076;2015;8;19;11;10702.75
5077;2015;8;19;12;10608.50
5078;2015;8;19;13;10548.75
5079;2015;8;19;14;10450.25
5080;2015;8;19;15;10423.50
5081;2015;8;19;16;10394.00
5082;2015;8;19;17;10315.25
5083;2015;8;19;18;10150.00
5084;2015;8;19;19;9834.00
5085;2015;8;19;20;9638.00
5086;2015;8;19;21;9707.75
5087;2015;8;19;22;9481.75
5088;2015;8;19;23;8829.00
5089;2015;8;20;0;8055.00
5090;2015;8;20;1;7599.75
5091;2015;8;20;2;7332.25
5092;2015;8;20;3;7421.50
5093;2015;8;20;4;7469.00
5094;2015;8;20;5;7939.50
5095;2015;8;20;6;8669.00
5096;2015;8;20;7;9309.50
5097;2015;8;20;8;10042.50
5098;2015;8;20;9;10526.00
5099;2015;8;20;10;10773.75
5100;2015;8;20;11;11079.25
5101;2015;8;20;12;10952.75
5102;2015;8;20;13;10950.50
5103;2015;8;20;14;10815.25
5104;2015;8;20;15;10664.00
5105;2015;8;20;16;10476.75
5106;2015;8;20;17;10509.75
5107;2015;8;20;18;10336.00
5108;2015;8;20;19;9967.25
5109;2015;8;20;20;9730.50
5110;2015;8;20;21;9829.00
5111;2015;8;20;22;9782.25
5112;2015;8;20;23;9297.50
5113;2015;8;21;0;8644.25
5114;2015;8;21;1;8327.75
5115;2015;8;21;2;8071.75
5116;2015;8;21;3;7983.75
5117;2015;8;21;4;8070.00
5118;2015;8;21;5;8386.25
5119;2015;8;21;6;9080.50
5120;2015;8;21;7;9738.25
5121;2015;8;21;8;10336.25
5122;2015;8;21;9;10759.50
5123;2015;8;21;10;10977.25
5124;2015;8;21;11;11158.75
5125;2015;8;21;12;10982.75
5126;2015;8;21;13;10871.75
5127;2015;8;21;14;10853.50
5128;2015;8;21;15;10658.50
5129;2015;8;21;16;10538.75
5130;2015;8;21;17;10435.25
5131;2015;8;21;18;10169.50
5132;2015;8;21;19;9800.75
5133;2015;8;21;20;9560.00
5134;2015;8;21;21;9655.00
5135;2015;8;21;22;9615.50
5136;2015;8;21;23;9184.50
5137;2015;8;22;0;8500.75
5138;2015;8;22;1;8179.50
5139;2015;8;22;2;7934.25
5140;2015;8;22;3;7765.75
5141;2015;8;22;4;7596.25
5142;2015;8;22;5;7695.50
5143;2015;8;22;6;7797.25
5144;2015;8;22;7;8116.50
5145;2015;8;22;8;8675.00
5146;2015;8;22;9;9185.25
5147;2015;8;22;10;9480.50
5148;2015;8;22;11;9661.25
5149;2015;8;22;12;9611.25
5150;2015;8;22;13;9384.00
5151;2015;8;22;14;9165.75
5152;2015;8;22;15;9073.25
5153;2015;8;22;16;8917.50
5154;2015;8;22;17;9007.25
5155;2015;8;22;18;8979.00
5156;2015;8;22;19;8813.50
5157;2015;8;22;20;8667.00
5158;2015;8;22;21;8909.25
5159;2015;8;22;22;8820.00
5160;2015;8;22;23;8438.25
5161;2015;8;23;0;7969.75
5162;2015;8;23;1;7671.00
5163;2015;8;23;2;7391.75
5164;2015;8;23;3;7176.25
5165;2015;8;23;4;7130.25
5166;2015;8;23;5;7179.75
5167;2015;8;23;6;7235.50
5168;2015;8;23;7;7418.50
5169;2015;8;23;8;7932.25
5170;2015;8;23;9;8327.75
5171;2015;8;23;10;8689.75
5172;2015;8;23;11;8900.75
5173;2015;8;23;12;8975.00
5174;2015;8;23;13;8825.00
5175;2015;8;23;14;8678.25
5176;2015;8;23;15;8553.50
5177;2015;8;23;16;8568.25
5178;2015;8;23;17;8719.25
5179;2015;8;23;18;8889.00
5180;2015;8;23;19;9005.25
5181;2015;8;23;20;9001.50
5182;2015;8;23;21;9141.00
5183;2015;8;23;22;8947.25
5184;2015;8;23;23;8530.50
5185;2015;8;24;0;8056.50
5186;2015;8;24;1;7786.25
5187;2015;8;24;2;7563.50
5188;2015;8;24;3;7486.75
5189;2015;8;24;4;7685.00
5190;2015;8;24;5;8112.50
5191;2015;8;24;6;8865.50
5192;2015;8;24;7;9632.00
5193;2015;8;24;8;10263.50
5194;2015;8;24;9;10719.00
5195;2015;8;24;10;11042.75
5196;2015;8;24;11;11293.00
5197;2015;8;24;12;11094.50
5198;2015;8;24;13;11005.00
5199;2015;8;24;14;10905.25
5200;2015;8;24;15;10714.00
5201;2015;8;24;16;10613.00
5202;2015;8;24;17;10496.50
5203;2015;8;24;18;10425.25
5204;2015;8;24;19;10124.50
5205;2015;8;24;20;9928.25
5206;2015;8;24;21;9891.25
5207;2015;8;24;22;9677.00
5208;2015;8;24;23;9143.25
5209;2015;8;25;0;8488.25
5210;2015;8;25;1;8173.00
5211;2015;8;25;2;7973.00
5212;2015;8;25;3;7885.50
5213;2015;8;25;4;7902.50
5214;2015;8;25;5;8241.25
5215;2015;8;25;6;9008.25
5216;2015;8;25;7;9729.75
5217;2015;8;25;8;10485.50
5218;2015;8;25;9;10819.50
5219;2015;8;25;10;11008.25
5220;2015;8;25;11;11220.50
5221;2015;8;25;12;11025.75
5222;2015;8;25;13;10883.50
5223;2015;8;25;14;10743.50
5224;2015;8;25;15;10649.00
5225;2015;8;25;16;10569.00
5226;2015;8;25;17;10640.25
5227;2015;8;25;18;10527.00
5228;2015;8;25;19;10272.75
5229;2015;8;25;20;10005.50
5230;2015;8;25;21;9833.25
5231;2015;8;25;22;9593.75
5232;2015;8;25;23;9218.00
5233;2015;8;26;0;8712.50
5234;2015;8;26;1;8361.50
5235;2015;8;26;2;8046.75
5236;2015;8;26;3;7984.50
5237;2015;8;26;4;8020.75
5238;2015;8;26;5;8349.25
5239;2015;8;26;6;9106.50
5240;2015;8;26;7;9757.50
5241;2015;8;26;8;10454.75
5242;2015;8;26;9;10866.25
5243;2015;8;26;10;11062.75
5244;2015;8;26;11;11193.00
5245;2015;8;26;12;10997.25
5246;2015;8;26;13;10978.75
5247;2015;8;26;14;10899.00
5248;2015;8;26;15;10875.50
5249;2015;8;26;16;10676.75
5250;2015;8;26;17;10657.50
5251;2015;8;26;18;10545.25
5252;2015;8;26;19;10163.75
5253;2015;8;26;20;10014.25
5254;2015;8;26;21;10016.25
5255;2015;8;26;22;9911.00
5256;2015;8;26;23;9424.75
5257;2015;8;27;0;8728.75
5258;2015;8;27;1;8320.50
5259;2015;8;27;2;8055.50
5260;2015;8;27;3;7882.25
5261;2015;8;27;4;7910.50
5262;2015;8;27;5;8219.25
5263;2015;8;27;6;9068.75
5264;2015;8;27;7;9835.25
5265;2015;8;27;8;10490.75
5266;2015;8;27;9;10848.75
5267;2015;8;27;10;11081.63
5268;2015;8;27;11;11318.75
5269;2015;8;27;12;11105.50
5270;2015;8;27;13;11114.75
5271;2015;8;27;14;11036.25
5272;2015;8;27;15;10952.25
5273;2015;8;27;16;10789.25
5274;2015;8;27;17;10754.75
5275;2015;8;27;18;10558.00
5276;2015;8;27;19;10270.75
5277;2015;8;27;20;10119.50
5278;2015;8;27;21;10031.75
5279;2015;8;27;22;9751.00
5280;2015;8;27;23;9236.25
5281;2015;8;28;0;8600.00
5282;2015;8;28;1;8166.50
5283;2015;8;28;2;7844.50
5284;2015;8;28;3;7804.00
5285;2015;8;28;4;7910.75
5286;2015;8;28;5;8216.25
5287;2015;8;28;6;8911.25
5288;2015;8;28;7;9600.75
5289;2015;8;28;8;10309.75
5290;2015;8;28;9;10781.50
5291;2015;8;28;10;11032.75
5292;2015;8;28;11;11143.25
