Timestep;Y;M;D;H;real_time_measured_MW;monitored_capacity_MW;capacity_factor
4596;2015;7;30;12;98.46;712.2;0.138247683
4597;2015;7;30;13;87.58;712.2;0.122971076
4598;2015;7;30;14;71.19;712.2;0.099957877
4599;2015;7;30;15;39.23;712.2;0.055082842
4600;2015;7;30;16;69.18;712.2;0.097135636
4601;2015;7;30;17;48.93;712.2;0.068702612
4602;2015;7;30;18;27.07;712.2;0.038008986
4603;2015;7;30;19;13.92;712.2;0.019545072
4604;2015;7;30;20;7.05;712.2;0.009898905
4605;2015;7;30;21;6.06;712.2;0.008508846
4606;2015;7;30;22;3.24;712.2;0.004549284
4607;2015;7;30;23;3.4;712.2;0.00477394
4608;2015;7;31;0;2.73;712.2;0.003833193
4609;2015;7;31;1;2.88;712.2;0.004043808
4610;2015;7;31;2;2.94;712.2;0.004128054
4611;2015;7;31;3;2.94;712.2;0.004128054
4612;2015;7;31;4;2.94;712.2;0.004128054
4613;2015;7;31;5;2.94;712.2;0.004128054
4614;2015;7;31;6;2.94;712.2;0.004128054
4615;2015;7;31;7;3.12;712.2;0.004380792
4616;2015;7;31;8;3.29;712.2;0.004619489
4617;2015;7;31;9;6.7;712.2;0.00940747
4618;2015;7;31;10;11.09;712.2;0.015571469
4619;2015;7;31;11;11.85;712.2;0.016638585
4620;2015;7;31;12;18.28;712.2;0.025666947
4621;2015;7;31;13;11.43;712.2;0.016048863
4622;2015;7;31;14;5.68;712.2;0.007975288
4623;2015;7;31;15;5.63;712.2;0.007905083
4624;2015;7;31;16;6.5;712.2;0.00912665
4625;2015;7;31;17;21.89;712.2;0.030735748
4626;2015;7;31;18;35.68;712.2;0.050098287
4627;2015;7;31;19;49.53;712.2;0.069545072
4628;2015;7;31;20;69.18;712.2;0.097135636
4629;2015;7;31;21;92.53;712.2;0.12992137
4630;2015;7;31;22;107.75;712.2;0.151291772
4631;2015;7;31;23;89.56;712.2;0.125751193
4632;2015;8;1;0;85.32;712.2;0.11979781
4633;2015;8;1;1;53.43;712.2;0.075021061
4634;2015;8;1;2;27.34;712.2;0.038388093
4635;2015;8;1;3;39.45;712.2;0.055391744
4636;2015;8;1;4;37.71;712.2;0.05294861
4637;2015;8;1;5;24.38;712.2;0.034231957
4638;2015;8;1;6;13.36;712.2;0.018758776
4639;2015;8;1;7;14.23;712.2;0.019980343
4640;2015;8;1;8;6.23;712.2;0.008747543
4641;2015;8;1;9;0.75;712.2;0.001053075
4642;2015;8;1;10;1.85;712.2;0.002597585
4643;2015;8;1;11;3.23;712.2;0.004535243
4644;2015;8;1;12;1.27;712.2;0.001783207
4645;2015;8;1;13;1.27;712.2;0.001783207
4646;2015;8;1;14;1.27;712.2;0.001783207
4647;2015;8;1;15;0.08;712.2;0.000112328
4648;2015;8;1;16;0.18;712.2;0.000252738
4649;2015;8;1;17;0.25;712.2;0.000351025
4650;2015;8;1;18;0.1;712.2;0.00014041
4651;2015;8;1;19;0.1;712.2;0.00014041
4652;2015;8;1;20;4.01;712.2;0.005630441
4653;2015;8;1;21;21.72;712.2;0.030497051
4654;2015;8;1;22;33.54;712.2;0.047093513
4655;2015;8;1;23;58.03;712.2;0.081479921
4656;2015;8;2;0;93.03;712.2;0.13062342
4657;2015;8;2;1;90.79;712.2;0.127478236
4658;2015;8;2;2;77.47;712.2;0.108775625
4659;2015;8;2;3;44.79;712.2;0.062889638
4660;2015;8;2;4;24.46;712.2;0.034344285
4661;2015;8;2;5;19.98;712.2;0.028053917
4662;2015;8;2;6;6.62;712.2;0.009295142
4663;2015;8;2;7;8.26;712.2;0.011597866
4664;2015;8;2;8;13.14;712.2;0.018449874
4665;2015;8;2;9;13.49;712.2;0.018941309
4666;2015;8;2;10;8.24;712.2;0.011569784
4667;2015;8;2;11;1.76;712.2;0.002471216
4668;2015;8;2;12;2.2;712.2;0.00308902
4669;2015;8;2;13;1.97;712.2;0.002766077
4670;2015;8;2;14;2.55;712.2;0.003580455
4671;2015;8;2;15;2.6;712.2;0.00365066
4672;2015;8;2;16;2.12;712.2;0.002976692
4673;2015;8;2;17;1.79;712.2;0.002513339
4674;2015;8;2;18;9.52;712.2;0.013367032
4675;2015;8;2;19;23.23;712.2;0.032617242
4676;2015;8;2;20;61.01;712.2;0.085664139
4677;2015;8;2;21;108.2;712.2;0.151923617
4678;2015;8;2;22;158.12;712.2;0.222016288
4679;2015;8;2;23;272.24;712.2;0.382252176
4680;2015;8;3;0;299.75;712.2;0.420878967
4681;2015;8;3;1;349.21;712.2;0.490325751
4682;2015;8;3;2;355.61;712.2;0.499311991
4683;2015;8;3;3;320.94;712.2;0.450631845
4684;2015;8;3;4;312.73;712.2;0.439104184
4685;2015;8;3;5;336.1;712.2;0.471918001
4686;2015;8;3;6;359.5;712.2;0.50477394
4687;2015;8;3;7;479.08;712.2;0.672676215
4688;2015;8;3;8;394.92;712.2;0.554507161
4689;2015;8;3;9;311.19;712.2;0.43694187
4690;2015;8;3;10;331.05;712.2;0.464827296
4691;2015;8;3;11;247.35;712.2;0.347304128
4692;2015;8;3;12;253.23;712.2;0.355560236
4693;2015;8;3;13;212.48;712.2;0.298343162
4694;2015;8;3;14;295.26;712.2;0.414574558
4695;2015;8;3;15;368.93;712.2;0.518014603
4696;2015;8;3;16;357.83;712.2;0.502429093
4697;2015;8;3;17;380.17;712.2;0.533796686
4698;2015;8;3;18;225.78;712.2;0.317017692
4699;2015;8;3;19;138.61;712.2;0.194622297
4700;2015;8;3;20;48.72;712.2;0.068407751
4701;2015;8;3;21;16.98;712.2;0.023841618
4702;2015;8;3;22;16.62;712.2;0.023336142
4703;2015;8;3;23;29.57;712.2;0.041519236
4704;2015;8;4;0;26.8;712.2;0.037629879
4705;2015;8;4;1;1.8;712.2;0.00252738
4706;2015;8;4;2;2.97;712.2;0.004170177
4707;2015;8;4;3;1.17;712.2;0.001642797
4708;2015;8;4;4;1.22;712.2;0.001713002
4709;2015;8;4;5;133.72;712.2;0.187756248
4710;2015;8;4;6;351.17;712.2;0.493077787
4711;2015;8;4;7;313.22;712.2;0.439792193
4712;2015;8;4;8;170.43;712.2;0.239300758
4713;2015;8;4;9;326.38;712.2;0.458270149
4714;2015;8;4;10;251.72;712.2;0.353440045
4715;2015;8;4;11;239.7;712.2;0.336562763
4716;2015;8;4;12;251.77;712.2;0.35351025
4717;2015;8;4;13;418.68;712.2;0.587868576
4718;2015;8;4;14;612.69;712.2;0.860278012
4719;2015;8;4;15;655.55;712.2;0.920457737
4720;2015;8;4;16;659.58;712.2;0.926116259
4721;2015;8;4;17;666.24;712.2;0.935467565
4722;2015;8;4;18;665.49;712.2;0.93441449
4723;2015;8;4;19;658.85;712.2;0.925091266
4724;2015;8;4;20;662.93;712.2;0.930819994
4725;2015;8;4;21;642.05;712.2;0.901502387
4726;2015;8;4;22;577.6;712.2;0.811008144
4727;2015;8;4;23;478.17;712.2;0.671398484
4728;2015;8;5;0;502.68;712.2;0.705812974
4729;2015;8;5;1;346.85;712.2;0.487012075
4730;2015;8;5;2;238.59;712.2;0.335004212
4731;2015;8;5;3;249.71;712.2;0.350617804
4732;2015;8;5;4;202.86;712.2;0.28483572
4733;2015;8;5;5;191.87;712.2;0.269404662
4734;2015;8;5;6;119.95;712.2;0.168421792
4735;2015;8;5;7;50.7;712.2;0.071187869
4736;2015;8;5;8;35.3;712.2;0.049564729
4737;2015;8;5;9;13.65;712.2;0.019165965
4738;2015;8;5;10;0.13;712.2;0.000182533
4739;2015;8;5;11;4.68;712.2;0.006571188
4740;2015;8;5;12;19.39;712.2;0.027225498
4741;2015;8;5;13;58.36;712.2;0.081943274
4742;2015;8;5;14;70.28;712.2;0.098680146
4743;2015;8;5;15;70.21;712.2;0.098581859
4744;2015;8;5;16;81.01;712.2;0.113746139
4745;2015;8;5;17;70.6;712.2;0.099129458
4746;2015;8;5;18;103.11;712.2;0.144776748
4747;2015;8;5;19;165.18;712.2;0.231929233
4748;2015;8;5;20;129.14;712.2;0.18132547
4749;2015;8;5;21;64.33;712.2;0.090325751
4750;2015;8;5;22;53.53;712.2;0.075161471
4751;2015;8;5;23;120.79;712.2;0.169601236
4752;2015;8;6;0;104.89;712.2;0.147276046
4753;2015;8;6;1;30.32;712.2;0.042572311
4754;2015;8;6;2;3.48;712.2;0.004886268
4755;2015;8;6;3;5.51;712.2;0.007736591
4756;2015;8;6;4;6.02;712.2;0.008452682
4757;2015;8;6;5;2.15;712.2;0.003018815
4758;2015;8;6;6;13.26;712.2;0.018618366
4759;2015;8;6;7;24.55;712.2;0.034470654
4760;2015;8;6;8;41.74;712.2;0.058607133
4761;2015;8;6;9;45.48;712.2;0.063858467
4762;2015;8;6;10;110.61;712.2;0.155307498
4763;2015;8;6;11;194.43;712.2;0.272999158
4764;2015;8;6;12;217.53;712.2;0.305433867
4765;2015;8;6;13;316.97;712.2;0.445057568
4766;2015;8;6;14;307.71;712.2;0.432055602
4767;2015;8;6;15;363.66;712.2;0.510614996
4768;2015;8;6;16;478.56;712.2;0.671946083
4769;2015;8;6;17;521.7;712.2;0.732518955
4770;2015;8;6;18;388.68;712.2;0.545745577
4771;2015;8;6;19;385.01;712.2;0.54059253
4772;2015;8;6;20;366.86;712.2;0.515108116
4773;2015;8;6;21;307.69;712.2;0.43202752
4774;2015;8;6;22;314.85;712.2;0.442080876
4775;2015;8;6;23;228.28;712.2;0.320527942
4776;2015;8;7;0;169.42;712.2;0.237882617
4777;2015;8;7;1;92.51;712.2;0.129893288
4778;2015;8;7;2;32.48;712.2;0.045605167
4779;2015;8;7;3;10.26;712.2;0.014406066
4780;2015;8;7;4;1.51;712.2;0.002120191
4781;2015;8;7;5;1.51;712.2;0.002120191
4782;2015;8;7;6;1.16;712.2;0.001628756
4783;2015;8;7;7;13.25;712.2;0.018604325
4784;2015;8;7;8;3.95;712.2;0.005546195
4785;2015;8;7;9;3.03;712.2;0.004254423
4786;2015;8;7;10;6.74;712.2;0.009463634
4787;2015;8;7;11;8.97;712.2;0.012594777
4788;2015;8;7;12;3.02;712.2;0.004240382
4789;2015;8;7;13;0.48;712.2;0.000673968
4790;2015;8;7;14;0.6;712.2;0.00084246
4791;2015;8;7;15;0.85;712.2;0.001193485
4792;2015;8;7;16;1.27;712.2;0.001783207
4793;2015;8;7;17;1.13;712.2;0.001586633
4794;2015;8;7;18;9.46;712.2;0.013282786
4795;2015;8;7;19;30.95;712.2;0.043456894
4796;2015;8;7;20;32.74;712.2;0.045970233
4797;2015;8;7;21;26.86;712.2;0.037714125
4798;2015;8;7;22;63.65;712.2;0.089370963
4799;2015;8;7;23;76.05;712.2;0.106781803
4800;2015;8;8;0;53.19;712.2;0.074684078
4801;2015;8;8;1;47.31;712.2;0.06642797
4802;2015;8;8;2;49.1;712.2;0.068941309
4803;2015;8;8;3;44.33;712.2;0.062243752
4804;2015;8;8;4;27.98;712.2;0.039286717
4805;2015;8;8;5;41.25;712.2;0.057919124
4806;2015;8;8;6;56.99;712.2;0.080019657
4807;2015;8;8;7;89.98;712.2;0.126340915
4808;2015;8;8;8;111.12;712.2;0.156023589
4809;2015;8;8;9;95.23;712.2;0.13371244
4810;2015;8;8;10;69.62;712.2;0.09775344
4811;2015;8;8;11;58.27;712.2;0.081816905
4812;2015;8;8;12;47.21;712.2;0.06628756
4813;2015;8;8;13;39.2;712.2;0.055040719
4814;2015;8;8;14;58.36;712.2;0.081943274
4815;2015;8;8;15;74.17;712.2;0.104142095
4816;2015;8;8;16;92.56;712.2;0.129963493
4817;2015;8;8;17;79.69;712.2;0.111892727
4818;2015;8;8;18;75.29;712.2;0.105714687
4819;2015;8;8;19;58.6;712.2;0.082280258
4820;2015;8;8;20;54.17;712.2;0.076060095
4821;2015;8;8;21;49.97;712.2;0.070162876
4822;2015;8;8;22;49.45;712.2;0.069432744
4823;2015;8;8;23;29.64;712.2;0.041617523
4824;2015;8;9;0;10.5;712.2;0.01474305
4825;2015;8;9;1;3.24;712.2;0.004549284
4826;2015;8;9;2;4.39;712.2;0.006163999
4827;2015;8;9;3;9.03;712.2;0.012679023
4828;2015;8;9;4;4.63;712.2;0.006500983
4829;2015;8;9;5;2.34;712.2;0.003285594
4830;2015;8;9;6;2.49;712.2;0.003496209
4831;2015;8;9;7;2.84;712.2;0.003987644
4832;2015;8;9;8;3.03;712.2;0.004254423
4833;2015;8;9;9;2.84;712.2;0.003987644
4834;2015;8;9;10;10.43;712.2;0.014644763
4835;2015;8;9;11;0.18;712.2;0.000252738
4836;2015;8;9;12;2.34;712.2;0.003285594
4837;2015;8;9;13;2.49;712.2;0.003496209
4838;2015;8;9;14;2.84;712.2;0.003987644
4839;2015;8;9;15;3.03;712.2;0.004254423
4840;2015;8;9;16;2.84;712.2;0.003987644
4841;2015;8;9;17;0.08;712.2;0.000112328
4842;2015;8;9;18;0.1;712.2;0.00014041
4843;2015;8;9;19;2.11;712.2;0.002962651
4844;2015;8;9;20;4.12;712.2;0.005784892
4845;2015;8;9;21;15.01;712.2;0.021075541
4846;2015;8;9;22;46.43;712.2;0.065192362
4847;2015;8;9;23;95.14;712.2;0.133586071
4848;2015;8;10;0;178.08;712.2;0.250042123
4849;2015;8;10;1;208.74;712.2;0.293091828
4850;2015;8;10;2;172.24;712.2;0.241842179
4851;2015;8;10;3;186.27;712.2;0.261541702
4852;2015;8;10;4;155.39;712.2;0.218183095
4853;2015;8;10;5;78.1;712.2;0.109660208
4854;2015;8;10;6;80.28;712.2;0.112721146
4855;2015;8;10;7;103.94;712.2;0.145942151
4856;2015;8;10;8;22.63;712.2;0.031774782
4857;2015;8;10;9;22.44;712.2;0.031508003
4858;2015;8;10;10;13.48;712.2;0.018927268
4859;2015;8;10;11;17.71;712.2;0.024866611
4860;2015;8;10;12;11.46;712.2;0.016090986
4861;2015;8;10;13;31.33;712.2;0.043990452
4862;2015;8;10;14;130.98;712.2;0.183909014
4863;2015;8;10;15;135;712.2;0.189553496
4864;2015;8;10;16;113.8;712.2;0.159786577
4865;2015;8;10;17;76.36;712.2;0.107217074
4866;2015;8;10;18;113.76;712.2;0.159730413
4867;2015;8;10;19;138.87;712.2;0.194987363
4868;2015;8;10;20;148.94;712.2;0.20912665
4869;2015;8;10;21;183.03;712.2;0.256992418
4870;2015;8;10;22;221;712.2;0.310306094
4871;2015;8;10;23;182.73;712.2;0.256571188
4872;2015;8;11;0;159.2;712.2;0.223532716
4873;2015;8;11;1;100.51;712.2;0.141126088
4874;2015;8;11;2;75.62;712.2;0.10617804
4875;2015;8;11;3;65.84;712.2;0.092445942
4876;2015;8;11;4;75.29;712.2;0.105714687
4877;2015;8;11;5;55.94;712.2;0.078545352
4878;2015;8;11;6;28.29;712.2;0.039721988
4879;2015;8;11;7;10.49;712.2;0.014729009
4880;2015;8;11;8;11.05;712.2;0.015515305
4881;2015;8;11;9;4.3;712.2;0.00603763
4882;2015;8;11;10;0.1;712.2;0.00014041
4883;2015;8;11;11;4.56;712.2;0.006402696
4884;2015;8;11;12;1.79;712.2;0.002513339
4885;2015;8;11;13;3.97;712.2;0.005574277
4886;2015;8;11;14;2.26;712.2;0.003173266
4887;2015;8;11;15;0.55;712.2;0.000772255
4888;2015;8;11;16;0.25;712.2;0.000351025
4889;2015;8;11;17;0.25;712.2;0.000351025
4890;2015;8;11;18;5.25;712.2;0.007371525
4891;2015;8;11;19;46.86;712.2;0.065796125
4892;2015;8;11;20;68.8;712.2;0.096602078
4893;2015;8;11;21;115.42;712.2;0.162061219
4894;2015;8;11;22;106.11;712.2;0.148989048
4895;2015;8;11;23;112.99;712.2;0.158649256
4896;2015;8;12;0;152.02;712.2;0.213451278
4897;2015;8;12;1;166.59;712.2;0.233909014
4898;2015;8;12;2;215.57;712.2;0.302681831
4899;2015;8;12;3;202.05;712.2;0.283698399
4900;2015;8;12;4;194.34;712.2;0.272872789
4901;2015;8;12;5;199.49;712.2;0.280103903
4902;2015;8;12;6;257.56;712.2;0.361639989
4903;2015;8;12;7;269.63;712.2;0.378587475
4904;2015;8;12;8;263.26;712.2;0.369643359
4905;2015;8;12;9;296.12;712.2;0.415782084
4906;2015;8;12;10;360.15;712.2;0.505686605
4907;2015;8;12;11;334.78;712.2;0.470064589
4908;2015;8;12;12;348.98;712.2;0.490002808
4909;2015;8;12;13;279.96;712.2;0.393091828
4910;2015;8;12;14;319.75;712.2;0.448960966
4911;2015;8;12;15;367.74;712.2;0.516343724
4912;2015;8;12;16;382.49;712.2;0.537054198
4913;2015;8;12;17;436.01;712.2;0.612201629
4914;2015;8;12;18;516.14;712.2;0.72471216
4915;2015;8;12;19;484.91;712.2;0.680862117
4916;2015;8;12;20;436.89;712.2;0.613437237
4917;2015;8;12;21;481.93;712.2;0.676677899
4918;2015;8;12;22;431.43;712.2;0.605770851
4919;2015;8;12;23;395.47;712.2;0.555279416
4920;2015;8;13;0;367.53;712.2;0.516048863
4921;2015;8;13;1;316.3;712.2;0.444116821
4922;2015;8;13;2;304.79;712.2;0.42795563
4923;2015;8;13;3;326.28;712.2;0.458129739
4924;2015;8;13;4;365.6;712.2;0.51333895
4925;2015;8;13;5;294.12;712.2;0.412973884
4926;2015;8;13;6;317.25;712.2;0.445450716
4927;2015;8;13;7;341.98;712.2;0.480174108
4928;2015;8;13;8;322.89;712.2;0.45336984
4929;2015;8;13;9;304.55;712.2;0.427618646
4930;2015;8;13;10;320.62;712.2;0.450182533
4931;2015;8;13;11;356.96;712.2;0.501207526
4932;2015;8;13;12;309.24;712.2;0.434203875
4933;2015;8;13;13;311.85;712.2;0.437868576
4934;2015;8;13;14;310.29;712.2;0.43567818
4935;2015;8;13;15;374.5;712.2;0.525835439
4936;2015;8;13;16;436.1;712.2;0.612327998
4937;2015;8;13;17;521.47;712.2;0.732196012
4938;2015;8;13;18;457.3;712.2;0.642094917
4939;2015;8;13;19;376.2;712.2;0.528222409
4940;2015;8;13;20;50.75;712.2;0.071258074
4941;2015;8;13;21;50.84;712.2;0.071384443
4942;2015;8;13;22;480.44;712.2;0.674585791
4943;2015;8;13;23;275.62;712.2;0.386998034
4944;2015;8;14;0;69.75;712.2;0.097935973
4945;2015;8;14;1;83.01;712.2;0.116554339
4946;2015;8;14;2;83.8;712.2;0.117663578
4947;2015;8;14;3;32.5;712.2;0.045633249
4948;2015;8;14;4;57.69;712.2;0.081002527
4949;2015;8;14;5;163.32;712.2;0.229317607
4950;2015;8;14;6;272.95;712.2;0.383249087
4951;2015;8;14;7;233.81;712.2;0.328292614
4952;2015;8;14;8;166.46;712.2;0.233726481
4953;2015;8;14;9;166.4;712.2;0.233642235
4954;2015;8;14;10;227.31;712.2;0.319165965
4955;2015;8;14;11;168.55;712.2;0.23666105
4956;2015;8;14;12;76.57;712.2;0.107511935
4957;2015;8;14;13;28.5;712.2;0.040016849
4958;2015;8;14;14;19.41;712.2;0.02725358
4959;2015;8;14;15;6.87;712.2;0.009646167
4960;2015;8;14;16;4.1;712.2;0.00575681
4961;2015;8;14;17;4.1;712.2;0.00575681
4962;2015;8;14;18;4.1;712.2;0.00575681
4963;2015;8;14;19;4.66;712.2;0.006543106
4964;2015;8;14;20;4.1;712.2;0.00575681
4965;2015;8;14;21;4.1;712.2;0.00575681
4966;2015;8;14;22;4.1;712.2;0.00575681
4967;2015;8;14;23;4.1;712.2;0.00575681
4968;2015;8;15;0;4.79;712.2;0.006725639
4969;2015;8;15;1;5.73;712.2;0.008045493
4970;2015;8;15;2;33.72;712.2;0.047346251
4971;2015;8;15;3;100.59;712.2;0.141238416
4972;2015;8;15;4;79.81;712.2;0.112061219
4973;2015;8;15;5;63;712.2;0.088458298
4974;2015;8;15;6;89.28;712.2;0.125358045
4975;2015;8;15;7;81.4;712.2;0.114293738
4976;2015;8;15;8;153.06;712.2;0.214911542
4977;2015;8;15;9;169.45;712.2;0.23792474
4978;2015;8;15;10;144.72;712.2;0.203201348
4979;2015;8;15;11;95.08;712.2;0.133501825
4980;2015;8;15;12;70.75;712.2;0.099340073
4981;2015;8;15;13;117.85;712.2;0.165473182
4982;2015;8;15;14;126.17;712.2;0.177155293
4983;2015;8;15;15;105.65;712.2;0.148343162
4984;2015;8;15;16;100.01;712.2;0.140424038
4985;2015;8;15;17;90.1;712.2;0.126509407
4986;2015;8;15;18;70.11;712.2;0.098441449
4987;2015;8;15;19;81.64;712.2;0.114630722
4988;2015;8;15;20;72.83;712.2;0.102260601
4989;2015;8;15;21;44.94;712.2;0.063100253
4990;2015;8;15;22;37.5;712.2;0.052653749
4991;2015;8;15;23;29.61;712.2;0.0415754
4992;2015;8;16;0;23.7;712.2;0.033277169
4993;2015;8;16;1;29.95;712.2;0.042052794
4994;2015;8;16;2;30.43;712.2;0.042726762
4995;2015;8;16;3;39.01;712.2;0.05477394
4996;2015;8;16;4;32.45;712.2;0.045563044
4997;2015;8;16;5;37.03;712.2;0.051993822
4998;2015;8;16;6;39.77;712.2;0.055841056
4999;2015;8;16;7;61.91;712.2;0.086927829
5000;2015;8;16;8;51.39;712.2;0.072156698
5001;2015;8;16;9;49.49;712.2;0.069488908
5002;2015;8;16;10;41.3;712.2;0.057989329
5003;2015;8;16;11;28.12;712.2;0.039483291
5004;2015;8;16;12;17.25;712.2;0.024220725
5005;2015;8;16;13;16.83;712.2;0.023631003
5006;2015;8;16;14;15.2;712.2;0.02134232
5007;2015;8;16;15;16.66;712.2;0.023392306
5008;2015;8;16;16;24.16;712.2;0.033923055
5009;2015;8;16;17;32.2;712.2;0.045212019
5010;2015;8;16;18;43.26;712.2;0.060741365
5011;2015;8;16;19;25.39;712.2;0.035650098
5012;2015;8;16;20;31.61;712.2;0.0443836
5013;2015;8;16;21;36.34;712.2;0.051024993
5014;2015;8;16;22;33.62;712.2;0.047205841
5015;2015;8;16;23;51.33;712.2;0.072072452
5016;2015;8;17;0;112.68;712.2;0.158213985
5017;2015;8;17;1;189.37;712.2;0.265894412
5018;2015;8;17;2;211.33;712.2;0.296728447
5019;2015;8;17;3;135.15;712.2;0.189764111
5020;2015;8;17;4;214.26;712.2;0.30084246
5021;2015;8;17;5;227.58;712.2;0.319545072
5022;2015;8;17;6;255.4;712.2;0.358607133
5023;2015;8;17;7;248.97;712.2;0.34957877
5024;2015;8;17;8;267.54;712.2;0.375652906
5025;2015;8;17;9;265.19;712.2;0.372353272
5026;2015;8;17;10;259.25;712.2;0.364012918
5027;2015;8;17;11;252.19;712.2;0.354099972
5028;2015;8;17;12;291.19;712.2;0.408859871
5029;2015;8;17;13;319;712.2;0.447907891
5030;2015;8;17;14;360.4;712.2;0.50603763
5031;2015;8;17;15;350.77;712.2;0.492516147
5032;2015;8;17;16;320.64;712.2;0.450210615
5033;2015;8;17;17;315.47;712.2;0.442951418
5034;2015;8;17;18;283.95;712.2;0.398694187
5035;2015;8;17;19;187.48;712.2;0.263240663
5036;2015;8;17;20;227.77;712.2;0.319811851
5037;2015;8;17;21;229.42;712.2;0.322128616
5038;2015;8;17;22;257.6;712.2;0.361696153
5039;2015;8;17;23;251.57;712.2;0.35322943
5040;2015;8;18;0;268.86;712.2;0.377506318
5041;2015;8;18;1;209.84;712.2;0.294636338
5042;2015;8;18;2;361.34;712.2;0.507357484
5043;2015;8;18;3;496.21;712.2;0.696728447
5044;2015;8;18;4;438.11;712.2;0.615150239
5045;2015;8;18;5;403.14;712.2;0.566048863
5046;2015;8;18;6;358.93;712.2;0.503973603
5047;2015;8;18;7;303.58;712.2;0.426256669
5048;2015;8;18;8;300.07;712.2;0.421328279
5049;2015;8;18;9;359.26;712.2;0.504436956
5050;2015;8;18;10;252.48;712.2;0.354507161
5051;2015;8;18;11;259.4;712.2;0.364223533
5052;2015;8;18;12;328.83;712.2;0.461710194
5053;2015;8;18;13;455.2;712.2;0.639146307
5054;2015;8;18;14;416.48;712.2;0.584779556
5055;2015;8;18;15;395.47;712.2;0.555279416
5056;2015;8;18;16;410.86;712.2;0.576888514
5057;2015;8;18;17;612.57;712.2;0.86010952
5058;2015;8;18;18;420.05;712.2;0.589792193
5059;2015;8;18;19;395.17;712.2;0.554858186
5060;2015;8;18;20;377.61;712.2;0.53020219
5061;2015;8;18;21;270.24;712.2;0.379443976
5062;2015;8;18;22;235.33;712.2;0.330426846
5063;2015;8;18;23;264.45;712.2;0.371314238
5064;2015;8;19;0;294.26;712.2;0.413170458
5065;2015;8;19;1;264.02;712.2;0.370710475
5066;2015;8;19;2;202.08;712.2;0.283740522
5067;2015;8;19;3;207.14;712.2;0.290845268
5068;2015;8;19;4;285.2;712.2;0.400449312
5069;2015;8;19;5;268.65;712.2;0.377211457
5070;2015;8;19;6;279.57;712.2;0.392544229
5071;2015;8;19;7;277.25;712.2;0.389286717
5072;2015;8;19;8;278.92;712.2;0.391631564
5073;2015;8;19;9;217.18;712.2;0.304942432
5074;2015;8;19;10;197.49;712.2;0.277295703
5075;2015;8;19;11;191.7;712.2;0.269165965
5076;2015;8;19;12;144.07;712.2;0.202288683
5077;2015;8;19;13;90.57;712.2;0.127169334
5078;2015;8;19;14;55.4;712.2;0.077787138
5079;2015;8;19;15;13.52;712.2;0.018983432
5080;2015;8;19;16;5.59;712.2;0.007848919
5081;2015;8;19;17;5.46;712.2;0.007666386
5082;2015;8;19;18;4.89;712.2;0.006866049
5083;2015;8;19;19;4.68;712.2;0.006571188
5084;2015;8;19;20;5.18;712.2;0.007273238
5085;2015;8;19;21;5.09;712.2;0.007146869
5086;2015;8;19;22;13.65;712.2;0.019165965
5087;2015;8;19;23;55.25;712.2;0.077576523
5088;2015;8;20;0;98.75;712.2;0.138654872
5089;2015;8;20;1;122.91;712.2;0.172577928
5090;2015;8;20;2;103.14;712.2;0.144818871
5091;2015;8;20;3;69.13;712.2;0.097065431
5092;2015;8;20;4;83.23;712.2;0.116863241
5093;2015;8;20;5;63.68;712.2;0.089413086
5094;2015;8;20;6;20.73;712.2;0.029106992
5095;2015;8;20;7;4.68;712.2;0.006571188
5096;2015;8;20;8;5.14;712.2;0.007217074
5097;2015;8;20;9;16.12;712.2;0.022634092
5098;2015;8;20;10;21.12;712.2;0.029654591
5099;2015;8;20;11;40.71;712.2;0.05716091
5100;2015;8;20;12;84.04;712.2;0.118000562
5101;2015;8;20;13;100.18;712.2;0.140662735
5102;2015;8;20;14;85.14;712.2;0.119545072
5103;2015;8;20;15;70.45;712.2;0.098918843
5104;2015;8;20;16;68.33;712.2;0.095942151
5105;2015;8;20;17;73.38;712.2;0.103032856
5106;2015;8;20;18;36.14;712.2;0.050744173
5107;2015;8;20;19;25.56;712.2;0.035888795
5108;2015;8;20;20;16.24;712.2;0.022802584
5109;2015;8;20;21;24.83;712.2;0.034863802
5110;2015;8;20;22;44.01;712.2;0.06179444
5111;2015;8;20;23;53.35;712.2;0.074908734
5112;2015;8;21;0;83.38;712.2;0.117073856
5113;2015;8;21;1;82.52;712.2;0.11586633
5114;2015;8;21;2;75.56;712.2;0.106093794
5115;2015;8;21;3;82.21;712.2;0.115431059
5116;2015;8;21;4;81.21;712.2;0.114026959
5117;2015;8;21;5;83.77;712.2;0.117621455
5118;2015;8;21;6;91.05;712.2;0.127843302
5119;2015;8;21;7;84.62;712.2;0.11881494
5120;2015;8;21;8;74.21;712.2;0.104198259
5121;2015;8;21;9;86.23;712.2;0.121075541
5122;2015;8;21;10;87.8;712.2;0.123279978
5123;2015;8;21;11;88.35;712.2;0.124052233
5124;2015;8;21;12;96.61;712.2;0.135650098
5125;2015;8;21;13;61.61;712.2;0.086506599
5126;2015;8;21;14;16.96;712.2;0.023813536
5127;2015;8;21;15;4.32;712.2;0.006065712
5128;2015;8;21;16;11.04;712.2;0.015501264
5129;2015;8;21;17;26.49;712.2;0.037194608
5130;2015;8;21;18;48.24;712.2;0.067733783
5131;2015;8;21;19;62.12;712.2;0.08722269
5132;2015;8;21;20;50.14;712.2;0.070401573
