Timestep;Y;M;D;H;real_time_measured_MW;monitored_capacity_MW;capacity_factor
1789;2015;4;4;13;231.5;712.2;0.325049143
1790;2015;4;4;14;190.95;712.2;0.26811289
1791;2015;4;4;15;214.31;712.2;0.300912665
1792;2015;4;4;16;225.35;712.2;0.316413929
1793;2015;4;4;17;297.88;712.2;0.4182533
1794;2015;4;4;18;323.06;712.2;0.453608537
1795;2015;4;4;19;301.41;712.2;0.423209773
1796;2015;4;4;20;272.45;712.2;0.382547037
1797;2015;4;4;21;270.82;712.2;0.380258354
1798;2015;4;4;22;210.84;712.2;0.296040438
1799;2015;4;4;23;164.31;712.2;0.230707666
1800;2015;4;5;0;135;712.2;0.189553496
1801;2015;4;5;1;100.52;712.2;0.141140129
1802;2015;4;5;2;89.53;712.2;0.12570907
1803;2015;4;5;3;110.59;712.2;0.155279416
1804;2015;4;5;4;83.08;712.2;0.116652626
1805;2015;4;5;5;68.33;712.2;0.095942151
1806;2015;4;5;6;45.82;712.2;0.064335861
1807;2015;4;5;7;48.25;712.2;0.067747824
1808;2015;4;5;8;39.69;712.2;0.055728728
1809;2015;4;5;9;38.54;712.2;0.054114013
1810;2015;4;5;10;30.56;712.2;0.042909295
1811;2015;4;5;11;22.31;712.2;0.03132547
1812;2015;4;5;12;9.63;712.2;0.013521483
1813;2015;4;5;13;2.3;712.2;0.00322943
1814;2015;4;5;14;2.3;712.2;0.00322943
1815;2015;4;5;15;2.3;712.2;0.00322943
1816;2015;4;5;16;2.3;712.2;0.00322943
1817;2015;4;5;17;3.3;712.2;0.00463353
1818;2015;4;5;18;17.24;712.2;0.024206684
1819;2015;4;5;19;32.91;712.2;0.04620893
1820;2015;4;5;20;17.61;712.2;0.024726201
1821;2015;4;5;21;6.83;712.2;0.009590003
1822;2015;4;5;22;2.3;712.2;0.00322943
1823;2015;4;5;23;2.3;712.2;0.00322943
1824;2015;4;6;0;2.3;712.2;0.00322943
1825;2015;4;6;1;2.3;712.2;0.00322943
1826;2015;4;6;2;2.3;712.2;0.00322943
1827;2015;4;6;3;2.3;712.2;0.00322943
1828;2015;4;6;4;4.47;712.2;0.006276327
1829;2015;4;6;5;22.53;712.2;0.031634372
1830;2015;4;6;6;57.4;712.2;0.080595338
1831;2015;4;6;7;92.45;712.2;0.129809042
1832;2015;4;6;8;119.21;712.2;0.167382758
1833;2015;4;6;9;101.57;712.2;0.142614434
1834;2015;4;6;10;68.51;712.2;0.096194889
1835;2015;4;6;11;78.92;712.2;0.11081157
1836;2015;4;6;12;128.52;712.2;0.180454928
1837;2015;4;6;13;115.61;712.2;0.162327998
1838;2015;4;6;14;83.07;712.2;0.116638585
1839;2015;4;6;15;78.76;712.2;0.110586914
1840;2015;4;6;16;92.43;712.2;0.12978096
1841;2015;4;6;17;75.16;712.2;0.105532154
1842;2015;4;6;18;65.75;712.2;0.092319573
1843;2015;4;6;19;68.98;712.2;0.096854816
1844;2015;4;6;20;58.42;712.2;0.08202752
1845;2015;4;6;21;39.61;712.2;0.0556164
1846;2015;4;6;22;20.04;712.2;0.028138163
1847;2015;4;6;23;6.14;712.2;0.008621174
1848;2015;4;7;0;3.68;712.2;0.005167088
1849;2015;4;7;1;1.72;712.2;0.002415052
1850;2015;4;7;2;1.72;712.2;0.002415052
1851;2015;4;7;3;1.72;712.2;0.002415052
1852;2015;4;7;4;1.72;712.2;0.002415052
1853;2015;4;7;5;1.72;712.2;0.002415052
1854;2015;4;7;6;1.72;712.2;0.002415052
1855;2015;4;7;7;1.72;712.2;0.002415052
1856;2015;4;7;8;1.72;712.2;0.002415052
1857;2015;4;7;9;1.72;712.2;0.002415052
1858;2015;4;7;10;1.72;712.2;0.002415052
1859;2015;4;7;11;1.72;712.2;0.002415052
1860;2015;4;7;12;2.28;712.2;0.003201348
1861;2015;4;7;13;1.72;712.2;0.002415052
1862;2015;4;7;14;1.72;712.2;0.002415052
1863;2015;4;7;15;1.72;712.2;0.002415052
1864;2015;4;7;16;1.72;712.2;0.002415052
1865;2015;4;7;17;1.88;712.2;0.002639708
1866;2015;4;7;18;3.25;712.2;0.004563325
1867;2015;4;7;19;1.72;712.2;0.002415052
1868;2015;4;7;20;1.72;712.2;0.002415052
1869;2015;4;7;21;1.72;712.2;0.002415052
1870;2015;4;7;22;2.27;712.2;0.003187307
1871;2015;4;7;23;3.65;712.2;0.005124965
1872;2015;4;8;0;1.72;712.2;0.002415052
1873;2015;4;8;1;1.72;712.2;0.002415052
1874;2015;4;8;2;1.72;712.2;0.002415052
1875;2015;4;8;3;1.72;712.2;0.002415052
1876;2015;4;8;4;1.72;712.2;0.002415052
1877;2015;4;8;5;1.72;712.2;0.002415052
1878;2015;4;8;6;1.72;712.2;0.002415052
1879;2015;4;8;7;1.72;712.2;0.002415052
1880;2015;4;8;8;1.72;712.2;0.002415052
1881;2015;4;8;9;1.72;712.2;0.002415052
1882;2015;4;8;10;1.72;712.2;0.002415052
1883;2015;4;8;11;1.72;712.2;0.002415052
1884;2015;4;8;12;1.72;712.2;0.002415052
1885;2015;4;8;13;1.72;712.2;0.002415052
1886;2015;4;8;14;1.72;712.2;0.002415052
1887;2015;4;8;15;1.72;712.2;0.002415052
1888;2015;4;8;16;1.72;712.2;0.002415052
1889;2015;4;8;17;1.72;712.2;0.002415052
1890;2015;4;8;18;2.38;712.2;0.003341758
1891;2015;4;8;19;5.57;712.2;0.007820837
1892;2015;4;8;20;26.86;712.2;0.037714125
1893;2015;4;8;21;41.06;712.2;0.057652345
1894;2015;4;8;22;39.26;712.2;0.055124965
1895;2015;4;8;23;43.72;712.2;0.061387251
1896;2015;4;9;0;49.67;712.2;0.069741646
1897;2015;4;9;1;60.5;712.2;0.084948048
1898;2015;4;9;2;53.01;712.2;0.07443134
1899;2015;4;9;3;48.58;712.2;0.068211177
1900;2015;4;9;4;27.07;712.2;0.038008986
1901;2015;4;9;5;10.72;712.2;0.015051952
1902;2015;4;9;6;1.72;712.2;0.002415052
1903;2015;4;9;7;1.72;712.2;0.002415052
1904;2015;4;9;8;1.72;712.2;0.002415052
1905;2015;4;9;9;1.72;712.2;0.002415052
1906;2015;4;9;10;1.67;712.2;0.002344847
1907;2015;4;9;11;2.17;712.2;0.003046897
1908;2015;4;9;12;1.72;712.2;0.002415052
1909;2015;4;9;13;1.72;712.2;0.002415052
1910;2015;4;9;14;1.72;712.2;0.002415052
1911;2015;4;9;15;1.72;712.2;0.002415052
1912;2015;4;9;16;1.72;712.2;0.002415052
1913;2015;4;9;17;1.72;712.2;0.002415052
1914;2015;4;9;18;1.72;712.2;0.002415052
1915;2015;4;9;19;1.72;712.2;0.002415052
1916;2015;4;9;20;1.72;712.2;0.002415052
1917;2015;4;9;21;1.72;712.2;0.002415052
1918;2015;4;9;22;1.72;712.2;0.002415052
1919;2015;4;9;23;1.72;712.2;0.002415052
1920;2015;4;10;0;1.72;712.2;0.002415052
1921;2015;4;10;1;1.72;712.2;0.002415052
1922;2015;4;10;2;1.72;712.2;0.002415052
1923;2015;4;10;3;1.72;712.2;0.002415052
1924;2015;4;10;4;1.72;712.2;0.002415052
1925;2015;4;10;5;1.72;712.2;0.002415052
1926;2015;4;10;6;1.72;712.2;0.002415052
1927;2015;4;10;7;1.72;712.2;0.002415052
1928;2015;4;10;8;1.72;712.2;0.002415052
1929;2015;4;10;9;2.12;712.2;0.002976692
1930;2015;4;10;10;11.58;712.2;0.016259478
1931;2015;4;10;11;24.07;712.2;0.033796686
1932;2015;4;10;12;33.57;712.2;0.047135636
1933;2015;4;10;13;28.42;712.2;0.039904521
1934;2015;4;10;14;20.84;712.2;0.029261443
1935;2015;4;10;15;17.35;712.2;0.024361135
1936;2015;4;10;16;16.91;712.2;0.023743331
1937;2015;4;10;17;16.69;712.2;0.023434429
1938;2015;4;10;18;24.77;712.2;0.034779556
1939;2015;4;10;19;53.68;712.2;0.075372086
1940;2015;4;10;20;80.09;712.2;0.112454367
1941;2015;4;10;21;72.03;712.2;0.101137321
1942;2015;4;10;22;77.83;712.2;0.109281101
1943;2015;4;10;23;95.13;712.2;0.13357203
1944;2015;4;11;0;72.72;712.2;0.10210615
1945;2015;4;11;1;265.1;712.2;0.372226903
1946;2015;4;11;2;480.23;712.2;0.67429093
1947;2015;4;11;3;458.13;712.2;0.64326032
1948;2015;4;11;4;367.15;712.2;0.515515305
1949;2015;4;11;5;254.73;712.2;0.357666386
1950;2015;4;11;6;308.4;712.2;0.433024431
1951;2015;4;11;7;368.82;712.2;0.517860152
1952;2015;4;11;8;451.78;712.2;0.634344285
1953;2015;4;11;9;590.83;712.2;0.829584386
1954;2015;4;11;10;625.19;712.2;0.877829261
1955;2015;4;11;11;624.21;712.2;0.876453243
1956;2015;4;11;12;628.22;712.2;0.882083684
1957;2015;4;11;13;616.11;712.2;0.865080034
1958;2015;4;11;14;587.31;712.2;0.824641955
1959;2015;4;11;15;334.3;712.2;0.469390621
1960;2015;4;11;16;104.83;712.2;0.1471918
1961;2015;4;11;17;35.04;712.2;0.049199663
1962;2015;4;11;18;41.58;712.2;0.058382477
1963;2015;4;11;19;21.16;712.2;0.029710755
1964;2015;4;11;20;26.77;712.2;0.037587756
1965;2015;4;11;21;81.4;712.2;0.114293738
1966;2015;4;11;22;158.3;712.2;0.222269026
1967;2015;4;11;23;179.85;712.2;0.25252738
1968;2015;4;12;0;111.56;712.2;0.156641393
1969;2015;4;12;1;166.5;712.2;0.233782645
1970;2015;4;12;2;130.53;712.2;0.183277169
1971;2015;4;12;3;146.75;712.2;0.206051671
1972;2015;4;12;4;132.6;712.2;0.186183656
1973;2015;4;12;5;84.88;712.2;0.119180006
1974;2015;4;12;6;78.34;712.2;0.109997192
1975;2015;4;12;7;94.4;712.2;0.132547037
1976;2015;4;12;8;144.85;712.2;0.203383881
1977;2015;4;12;9;219.14;712.2;0.307694468
1978;2015;4;12;10;244.54;712.2;0.343358607
1979;2015;4;12;11;247.62;712.2;0.347683235
1980;2015;4;12;12;236;712.2;0.331367593
1981;2015;4;12;13;213.54;712.2;0.299831508
1982;2015;4;12;14;283.06;712.2;0.397444538
1983;2015;4;12;15;416.9;712.2;0.585369278
1984;2015;4;12;16;604.9;712.2;0.849340073
1985;2015;4;12;17;608.62;712.2;0.854563325
1986;2015;4;12;18;480.29;712.2;0.674375176
1987;2015;4;12;19;630.54;712.2;0.885341196
1988;2015;4;12;20;642.97;712.2;0.902794159
1989;2015;4;12;21;643.56;712.2;0.903622578
1990;2015;4;12;22;640.65;712.2;0.899536647
1991;2015;4;12;23;550.6;712.2;0.773097445
1992;2015;4;13;0;296.7;712.2;0.416596462
1993;2015;4;13;1;193.75;712.2;0.27204437
1994;2015;4;13;2;53.99;712.2;0.075807357
1995;2015;4;13;3;17.89;712.2;0.025119348
1996;2015;4;13;4;6.11;712.2;0.008579051
1997;2015;4;13;5;19.43;712.2;0.027281662
1998;2015;4;13;6;20.49;712.2;0.028770008
1999;2015;4;13;7;9.03;712.2;0.012679023
2000;2015;4;13;8;4.94;712.2;0.006936254
2001;2015;4;13;9;4.94;712.2;0.006936254
2002;2015;4;13;10;4.94;712.2;0.006936254
2003;2015;4;13;11;4.94;712.2;0.006936254
2004;2015;4;13;12;4.72;712.2;0.006627352
2005;2015;4;13;13;4.6;712.2;0.00645886
2006;2015;4;13;14;4.6;712.2;0.00645886
2007;2015;4;13;15;4.6;712.2;0.00645886
2008;2015;4;13;16;4.6;712.2;0.00645886
2009;2015;4;13;17;4.6;712.2;0.00645886
2010;2015;4;13;18;4.6;712.2;0.00645886
2011;2015;4;13;19;4.6;712.2;0.00645886
2012;2015;4;13;20;4.6;712.2;0.00645886
2013;2015;4;13;21;4.83;712.2;0.006781803
2014;2015;4;13;22;5.45;712.2;0.007652345
2015;2015;4;13;23;16.88;712.2;0.023701208
2016;2015;4;14;0;41.33;712.2;0.058031452
2017;2015;4;14;1;82.92;712.2;0.11642797
2018;2015;4;14;2;123.53;712.2;0.17344847
2019;2015;4;14;3;215.43;712.2;0.302485257
2020;2015;4;14;4;199.09;712.2;0.279542263
2021;2015;4;14;5;118.85;712.2;0.166877282
2022;2015;4;14;6;75.27;712.2;0.105686605
2023;2015;4;14;7;80.54;712.2;0.113086212
2024;2015;4;14;8;115.86;712.2;0.162679023
2025;2015;4;14;9;240.23;712.2;0.337306936
2026;2015;4;14;10;334.69;712.2;0.46993822
2027;2015;4;14;11;299.68;712.2;0.42078068
2028;2015;4;14;12;356.18;712.2;0.500112328
2029;2015;4;14;13;389.39;712.2;0.546742488
2030;2015;4;14;14;524.36;712.2;0.736253861
2031;2015;4;14;15;591.51;712.2;0.830539174
2032;2015;4;14;16;620.04;712.2;0.870598147
2033;2015;4;14;17;633.05;712.2;0.888865487
2034;2015;4;14;18;619.1;712.2;0.869278293
2035;2015;4;14;19;622.57;712.2;0.87415052
2036;2015;4;14;20;634.79;712.2;0.891308621
2037;2015;4;14;21;631.75;712.2;0.887040157
2038;2015;4;14;22;627.73;712.2;0.881395675
2039;2015;4;14;23;594.7;712.2;0.835018253
2040;2015;4;15;0;540.46;712.2;0.758859871
2041;2015;4;15;1;443.6;712.2;0.622858748
2042;2015;4;15;2;422.38;712.2;0.593063746
2043;2015;4;15;3;337.05;712.2;0.473251896
2044;2015;4;15;4;256.55;712.2;0.360221848
2045;2015;4;15;5;244.43;712.2;0.343204156
2046;2015;4;15;6;200.28;712.2;0.281213142
2047;2015;4;15;7;171.23;712.2;0.240424038
2048;2015;4;15;8;133.05;712.2;0.186815501
2049;2015;4;15;9;124.34;712.2;0.174585791
2050;2015;4;15;10;115.37;712.2;0.161991014
2051;2015;4;15;11;91.74;712.2;0.128812131
2052;2015;4;15;12;81.24;712.2;0.114069082
2053;2015;4;15;13;45.58;712.2;0.063998877
2054;2015;4;15;14;23.34;712.2;0.032771693
2055;2015;4;15;15;12.72;712.2;0.017860152
2056;2015;4;15;16;9.66;712.2;0.013563606
2057;2015;4;15;17;9.83;712.2;0.013802303
2058;2015;4;15;18;10.19;712.2;0.014307779
2059;2015;4;15;19;167.99;712.2;0.235874754
2060;2015;4;15;20;489.39;712.2;0.687152485
2061;2015;4;15;21;397.92;712.2;0.558719461
2062;2015;4;15;22;292.94;712.2;0.411317046
2063;2015;4;15;23;237.08;712.2;0.332884021
2064;2015;4;16;0;197.26;712.2;0.27697276
2065;2015;4;16;1;123.91;712.2;0.173982028
2066;2015;4;16;2;83.22;712.2;0.1168492
2067;2015;4;16;3;60.24;712.2;0.084582982
2068;2015;4;16;4;48.4;712.2;0.067958439
2069;2015;4;16;5;68.33;712.2;0.095942151
2070;2015;4;16;6;93.72;712.2;0.131592249
2071;2015;4;16;7;87.77;712.2;0.123237855
2072;2015;4;16;8;125.71;712.2;0.176509407
2073;2015;4;16;9;196.12;712.2;0.275372086
2074;2015;4;16;10;218.5;712.2;0.306795844
2075;2015;4;16;11;251.81;712.2;0.353566414
2076;2015;4;16;12;236.78;712.2;0.332462791
2077;2015;4;16;13;187.86;712.2;0.263774221
2078;2015;4;16;14;239.64;712.2;0.336478517
2079;2015;4;16;15;333.77;712.2;0.468646448
2080;2015;4;16;16;442.23;712.2;0.620935131
2081;2015;4;16;17;528.46;712.2;0.742010671
2082;2015;4;16;18;549.08;712.2;0.770963213
2083;2015;4;16;19;547.73;712.2;0.769067678
2084;2015;4;16;20;568.9;712.2;0.798792474
2085;2015;4;16;21;574.14;712.2;0.806149958
2086;2015;4;16;22;528;712.2;0.741364785
2087;2015;4;16;23;520.71;712.2;0.731128896
2088;2015;4;17;0;440.62;712.2;0.61867453
2089;2015;4;17;1;418.5;712.2;0.587615838
2090;2015;4;17;2;429.67;712.2;0.603299635
2091;2015;4;17;3;378.46;712.2;0.531395675
2092;2015;4;17;4;370.73;712.2;0.520541983
2093;2015;4;17;5;360.04;712.2;0.505532154
2094;2015;4;17;6;375.21;712.2;0.52683235
2095;2015;4;17;7;399.39;712.2;0.560783488
2096;2015;4;17;8;379;712.2;0.532153889
2097;2015;4;17;9;340.78;712.2;0.478489188
2098;2015;4;17;10;299.1;712.2;0.419966302
2099;2015;4;17;11;362.26;712.2;0.508649256
2100;2015;4;17;12;349.76;712.2;0.491098006
2101;2015;4;17;13;372.91;712.2;0.523602921
2102;2015;4;17;14;368.22;712.2;0.517017692
2103;2015;4;17;15;360.4;712.2;0.50603763
2104;2015;4;17;16;348.5;712.2;0.48932884
2105;2015;4;17;17;419.05;712.2;0.588388093
2106;2015;4;17;18;474.7;712.2;0.666526257
2107;2015;4;17;19;519.93;712.2;0.730033698
2108;2015;4;17;20;562.64;712.2;0.790002808
2109;2015;4;17;21;575.88;712.2;0.808593092
2110;2015;4;17;22;558.25;712.2;0.783838809
2111;2015;4;17;23;508.62;712.2;0.714153328
2112;2015;4;18;0;427.21;712.2;0.599845549
2113;2015;4;18;1;350.71;712.2;0.492431901
2114;2015;4;18;2;327.69;712.2;0.46010952
2115;2015;4;18;3;252.32;712.2;0.354282505
2116;2015;4;18;4;245.61;712.2;0.344860994
2117;2015;4;18;5;215.21;712.2;0.302176355
2118;2015;4;18;6;204.99;712.2;0.287826453
2119;2015;4;18;7;222.09;712.2;0.311836563
2120;2015;4;18;8;226.58;712.2;0.318140972
2121;2015;4;18;9;211.73;712.2;0.297290087
2122;2015;4;18;10;173.16;712.2;0.243133951
2123;2015;4;18;11;179.96;712.2;0.252681831
2124;2015;4;18;12;179.82;712.2;0.252485257
2125;2015;4;18;13;216.04;712.2;0.303341758
2126;2015;4;18;14;181.64;712.2;0.255040719
2127;2015;4;18;15;239.31;712.2;0.336015164
2128;2015;4;18;16;273.4;712.2;0.383880932
2129;2015;4;18;17;426.6;712.2;0.598989048
2130;2015;4;18;18;468.4;712.2;0.657680427
2131;2015;4;18;19;505.29;712.2;0.709477675
2132;2015;4;18;20;520.97;712.2;0.731493962
2133;2015;4;18;21;539.55;712.2;0.75758214
2134;2015;4;18;22;486.97;712.2;0.683754563
2135;2015;4;18;23;547.59;712.2;0.768871104
2136;2015;4;19;0;477.54;712.2;0.670513901
2137;2015;4;19;1;329.7;712.2;0.462931761
2138;2015;4;19;2;255.66;712.2;0.358972199
2139;2015;4;19;3;219.7;712.2;0.308480764
2140;2015;4;19;4;184.07;712.2;0.258452682
2141;2015;4;19;5;139.57;712.2;0.195970233
2142;2015;4;19;6;111.81;712.2;0.156992418
2143;2015;4;19;7;105.7;712.2;0.148413367
2144;2015;4;19;8;66.64;712.2;0.093569222
2145;2015;4;19;9;36.78;712.2;0.051642797
2146;2015;4;19;10;23.82;712.2;0.033445661
2147;2015;4;19;11;18.78;712.2;0.026368997
2148;2015;4;19;12;11.21;712.2;0.015739961
2149;2015;4;19;13;1.76;712.2;0.002471216
2150;2015;4;19;14;1.76;712.2;0.002471216
2151;2015;4;19;15;1.76;712.2;0.002471216
2152;2015;4;19;16;1.76;712.2;0.002471216
2153;2015;4;19;17;1.76;712.2;0.002471216
2154;2015;4;19;18;4.83;712.2;0.006781803
2155;2015;4;19;19;21.71;712.2;0.03048301
2156;2015;4;19;20;40.11;712.2;0.05631845
2157;2015;4;19;21;69.53;712.2;0.097627071
2158;2015;4;19;22;94.6;712.2;0.132827857
2159;2015;4;19;23;136.17;712.2;0.191196293
2160;2015;4;20;0;159.63;712.2;0.224136479
2161;2015;4;20;1;127.01;712.2;0.178334737
2162;2015;4;20;2;138.02;712.2;0.193793878
2163;2015;4;20;3;165.87;712.2;0.232898062
2164;2015;4;20;4;126.61;712.2;0.177773097
2165;2015;4;20;5;133.5;712.2;0.187447346
2166;2015;4;20;6;155.41;712.2;0.218211177
2167;2015;4;20;7;137.14;712.2;0.19255827
2168;2015;4;20;8;144.66;712.2;0.203117102
2169;2015;4;20;9;120.35;712.2;0.168983432
2170;2015;4;20;10;97.96;712.2;0.137545633
2171;2015;4;20;11;118.61;712.2;0.166540298
2172;2015;4;20;12;102.7;712.2;0.144201067
2173;2015;4;20;13;133.79;712.2;0.187854535
2174;2015;4;20;14;243.93;712.2;0.342502106
2175;2015;4;20;15;344.09;712.2;0.483136759
2176;2015;4;20;16;357.64;712.2;0.502162314
2177;2015;4;20;17;310.1;712.2;0.435411401
2178;2015;4;20;18;271.25;712.2;0.380862117
2179;2015;4;20;19;311.13;712.2;0.436857624
2180;2015;4;20;20;268.55;712.2;0.377071047
2181;2015;4;20;21;237.35;712.2;0.333263128
2182;2015;4;20;22;220.67;712.2;0.309842741
2183;2015;4;20;23;150.79;712.2;0.211724235
2184;2015;4;21;0;240.47;712.2;0.33764392
2185;2015;4;21;1;266.28;712.2;0.373883741
2186;2015;4;21;2;170.81;712.2;0.239834316
2187;2015;4;21;3;131.4;712.2;0.184498736
2188;2015;4;21;4;117.06;712.2;0.164363943
2189;2015;4;21;5;136.82;712.2;0.192108958
2190;2015;4;21;6;152.55;712.2;0.214195451
2191;2015;4;21;7;188.55;712.2;0.26474305
2192;2015;4;21;8;191.24;712.2;0.268520079
2193;2015;4;21;9;138.29;712.2;0.194172985
2194;2015;4;21;10;128.19;712.2;0.179991575
2195;2015;4;21;11;179.99;712.2;0.252723954
2196;2015;4;21;12;202.34;712.2;0.284105588
2197;2015;4;21;13;284.07;712.2;0.398862679
2198;2015;4;21;14;364.23;712.2;0.511415333
2199;2015;4;21;15;286.52;712.2;0.402302724
2200;2015;4;21;16;180.7;712.2;0.253720865
2201;2015;4;21;17;183.43;712.2;0.257554058
2202;2015;4;21;18;208.91;712.2;0.293330525
2203;2015;4;21;19;278.99;712.2;0.391729851
2204;2015;4;21;20;287.67;712.2;0.403917439
2205;2015;4;21;21;315.91;712.2;0.443569222
2206;2015;4;21;22;309.72;712.2;0.434877843
2207;2015;4;21;23;246.93;712.2;0.346714406
2208;2015;4;22;0;273.62;712.2;0.384189834
2209;2015;4;22;1;299.16;712.2;0.420050548
2210;2015;4;22;2;253.05;712.2;0.355307498
2211;2015;4;22;3;195.63;712.2;0.274684078
2212;2015;4;22;4;149.08;712.2;0.209323224
2213;2015;4;22;5;148.81;712.2;0.208944117
2214;2015;4;22;6;81.49;712.2;0.114420107
2215;2015;4;22;7;54.97;712.2;0.077183375
2216;2015;4;22;8;103.55;712.2;0.145394552
2217;2015;4;22;9;175.17;712.2;0.245956192
2218;2015;4;22;10;260.08;712.2;0.365178321
2219;2015;4;22;11;228.43;712.2;0.320738557
2220;2015;4;22;12;150.47;712.2;0.211274923
2221;2015;4;22;13;108.56;712.2;0.152429093
2222;2015;4;22;14;97.31;712.2;0.136632968
2223;2015;4;22;15;108.59;712.2;0.152471216
2224;2015;4;22;16;140.34;712.2;0.19705139
2225;2015;4;22;17;73.83;712.2;0.103664701
2226;2015;4;22;18;167.46;712.2;0.235130581
2227;2015;4;22;19;143.56;712.2;0.201572592
2228;2015;4;22;20;148.12;712.2;0.207975288
2229;2015;4;22;21;155.7;712.2;0.218618366
2230;2015;4;22;22;162.72;712.2;0.228475147
2231;2015;4;22;23;141.22;712.2;0.198286998
2232;2015;4;23;0;121.82;712.2;0.171047459
2233;2015;4;23;1;106.79;712.2;0.149943836
2234;2015;4;23;2;85.68;712.2;0.120303286
2235;2015;4;23;3;58.25;712.2;0.081788823
2236;2015;4;23;4;49.48;712.2;0.069474867
2237;2015;4;23;5;24.85;712.2;0.034891884
2238;2015;4;23;6;16.12;712.2;0.022634092
2239;2015;4;23;7;8.24;712.2;0.011569784
2240;2015;4;23;8;7.2;712.2;0.01010952
2241;2015;4;23;9;6.78;712.2;0.009519798
2242;2015;4;23;10;5.85;712.2;0.008213985
2243;2015;4;23;11;5.85;712.2;0.008213985
2244;2015;4;23;12;5.85;712.2;0.008213985
2245;2015;4;23;13;5.85;712.2;0.008213985
2246;2015;4;23;14;5.85;712.2;0.008213985
2247;2015;4;23;15;5.85;712.2;0.008213985
2248;2015;4;23;16;5.85;712.2;0.008213985
2249;2015;4;23;17;5.85;712.2;0.008213985
2250;2015;4;23;18;5.85;712.2;0.008213985
2251;2015;4;23;19;5.85;712.2;0.008213985
2252;2015;4;23;20;5.85;712.2;0.008213985
2253;2015;4;23;21;5.85;712.2;0.008213985
2254;2015;4;23;22;5.85;712.2;0.008213985
2255;2015;4;23;23;5.85;712.2;0.008213985
2256;2015;4;24;0;5.85;712.2;0.008213985
2257;2015;4;24;1;5.85;712.2;0.008213985
2258;2015;4;24;2;5.85;712.2;0.008213985
2259;2015;4;24;3;5.85;712.2;0.008213985
2260;2015;4;24;4;5.85;712.2;0.008213985
2261;2015;4;24;5;5.85;712.2;0.008213985
2262;2015;4;24;6;5.85;712.2;0.008213985
2263;2015;4;24;7;5.85;712.2;0.008213985
2264;2015;4;24;8;5.85;712.2;0.008213985
2265;2015;4;24;9;5.85;712.2;0.008213985
2266;2015;4;24;10;10.06;712.2;0.014125246
2267;2015;4;24;11;13.46;712.2;0.018899186
2268;2015;4;24;12;7.2;712.2;0.01010952
2269;2015;4;24;13;12.31;712.2;0.017284471
2270;2015;4;24;14;32.65;712.2;0.045843864
2271;2015;4;24;15;54.54;712.2;0.076579612
2272;2015;4;24;16;152.32;712.2;0.213872508
2273;2015;4;24;17;473.21;712.2;0.664434148
2274;2015;4;24;18;641.63;712.2;0.900912665
2275;2015;4;24;19;620.44;712.2;0.871159787
2276;2015;4;24;20;612.81;712.2;0.860446504
2277;2015;4;24;21;631.2;712.2;0.886267902
2278;2015;4;24;22;566.55;712.2;0.795492839
2279;2015;4;24;23;459.77;712.2;0.645563044
2280;2015;4;25;0;471.95;712.2;0.662664982
2281;2015;4;25;1;326.13;712.2;0.457919124
2282;2015;4;25;2;254.48;712.2;0.357315361
2283;2015;4;25;3;319.38;712.2;0.448441449
2284;2015;4;25;4;240.84;712.2;0.338163437
2285;2015;4;25;5;207.35;712.2;0.291140129
2286;2015;4;25;6;205.2;712.2;0.288121314
2287;2015;4;25;7;193.87;712.2;0.272212862
2288;2015;4;25;8;213.27;712.2;0.299452401
2289;2015;4;25;9;196.91;712.2;0.276481325
2290;2015;4;25;10;212.15;712.2;0.297879809
2291;2015;4;25;11;295.76;712.2;0.415276608
2292;2015;4;25;12;331.37;712.2;0.465276608
2293;2015;4;25;13;391.73;712.2;0.550028082
2294;2015;4;25;14;461.35;712.2;0.647781522
2295;2015;4;25;15;510.47;712.2;0.716750913
2296;2015;4;25;16;494.14;712.2;0.69382196
2297;2015;4;25;17;493;712.2;0.692221286
2298;2015;4;25;18;535.43;712.2;0.751797248
2299;2015;4;25;19;535.38;712.2;0.751727043
2300;2015;4;25;20;515.64;712.2;0.72401011
2301;2015;4;25;21;483.71;712.2;0.679177197
2302;2015;4;25;22;469.61;712.2;0.659379388
2303;2015;4;25;23;419.88;712.2;0.589553496
2304;2015;4;26;0;329.28;712.2;0.462342039
2305;2015;4;26;1;215.29;712.2;0.302288683
2306;2015;4;26;2;179.74;712.2;0.252372929
2307;2015;4;26;3;193.06;712.2;0.271075541
2308;2015;4;26;4;230.28;712.2;0.323336142
2309;2015;4;26;5;235;712.2;0.329963493
2310;2015;4;26;6;157.8;712.2;0.221566976
2311;2015;4;26;7;80.73;712.2;0.113352991
2312;2015;4;26;8;64.21;712.2;0.090157259
2313;2015;4;26;9;31.88;712.2;0.044762707
2314;2015;4;26;10;42.43;712.2;0.059575962
2315;2015;4;26;11;74.51;712.2;0.104619489
2316;2015;4;26;12;91.44;712.2;0.128390901
2317;2015;4;26;13;104.05;712.2;0.146096602
2318;2015;4;26;14;111.13;712.2;0.15603763
2319;2015;4;26;15;106.54;712.2;0.149592811
2320;2015;4;26;16;120.51;712.2;0.169208088
2321;2015;4;26;17;128.52;712.2;0.180454928
2322;2015;4;26;18;192.54;712.2;0.270345409
2323;2015;4;26;19;247.31;712.2;0.347247964
2324;2015;4;26;20;262.06;712.2;0.367958439
2325;2015;4;26;21;253.6;712.2;0.356079753
